supplier,unit,horizon,origin,model,train_rows,last_label_end_exclusive,seconds
IEK,упак,28,2026-08-01,lgbm_l2,4775,2026-07-29,0.21141230000648648
IEK,упак,28,2026-08-01,lgbm_tweedie,4775,2026-07-29,0.7758435000432655
IEK,шт,7,2025-07-01,lgbm_l2,11299,2025-07-01,0.32653970003593713
IEK,шт,7,2025-07-01,lgbm_tweedie,11299,2025-07-01,0.3638560000108555
IEK,шт,7,2025-08-01,lgbm_l2,16508,2025-07-29,0.4836991000920534
IEK,шт,7,2025-08-01,lgbm_tweedie,16508,2025-07-29,0.3947635000804439
IEK,шт,7,2025-09-01,lgbm_l2,23401,2025-08-26,0.6074152999790385
IEK,шт,7,2025-09-01,lgbm_tweedie,23401,2025-08-26,0.8750969999236986
IEK,шт,7,2025-10-01,lgbm_l2,32201,2025-09-30,0.7562644999707118
IEK,шт,7,2025-10-01,lgbm_tweedie,32201,2025-09-30,1.081510900054127
IEK,шт,7,2025-11-01,lgbm_l2,39919,2025-10-28,0.8060273999581113
IEK,шт,7,2025-11-01,lgbm_tweedie,39919,2025-10-28,0.8781018999870867
IEK,шт,7,2025-12-01,lgbm_l2,47854,2025-11-25,1.0315228999825194
IEK,шт,7,2025-12-01,lgbm_tweedie,47854,2025-11-25,1.1678673999849707
IEK,шт,7,2026-01-01,lgbm_l2,57644,2025-12-30,0.8139617999549955
IEK,шт,7,2026-01-01,lgbm_tweedie,57644,2025-12-30,1.2213100000517443
IEK,шт,7,2026-02-01,lgbm_l2,66019,2026-01-27,0.938413199968636
IEK,шт,7,2026-02-01,lgbm_tweedie,66019,2026-01-27,1.4642311000498012
IEK,шт,7,2026-03-01,lgbm_l2,74595,2026-02-24,1.2501723999157548
IEK,шт,7,2026-03-01,lgbm_tweedie,74595,2026-02-24,1.50786190002691
IEK,шт,7,2026-04-01,lgbm_l2,85185,2026-03-31,1.1413476000307128
IEK,шт,7,2026-04-01,lgbm_tweedie,85185,2026-03-31,1.7157085000071675
IEK,шт,7,2026-05-01,lgbm_l2,94186,2026-04-28,1.1874786999542266
IEK,шт,7,2026-05-01,lgbm_tweedie,94186,2026-04-28,2.3693813000572845
IEK,шт,7,2026-06-01,lgbm_l2,103275,2026-05-26,1.6253475999692455
IEK,шт,7,2026-06-01,lgbm_tweedie,103275,2026-05-26,2.296897199936211
IEK,шт,7,2026-07-01,lgbm_l2,114290,2026-06-30,1.6516849000472575
IEK,шт,7,2026-07-01,lgbm_tweedie,114290,2026-06-30,2.5174678000621498
IEK,шт,7,2026-08-01,lgbm_l2,123555,2026-07-28,1.4701310000382364
IEK,шт,7,2026-08-01,lgbm_tweedie,123555,2026-07-28,2.313052500016056
IEK,шт,28,2025-07-01,lgbm_l2,7697,2025-07-01,0.1828248999081552
IEK,шт,28,2025-07-01,lgbm_tweedie,7697,2025-07-01,0.23927300004288554
IEK,шт,28,2025-08-01,lgbm_l2,12564,2025-07-29,0.4026387999765575
IEK,шт,28,2025-08-01,lgbm_tweedie,12564,2025-07-29,0.3743238999741152
IEK,шт,28,2025-09-01,lgbm_l2,19214,2025-08-29,0.5407314000185579
IEK,шт,28,2025-09-01,lgbm_tweedie,19214,2025-08-29,0.6499682000139728
IEK,шт,28,2025-10-01,lgbm_l2,27731,2025-09-30,0.7140711999963969
IEK,шт,28,2025-10-01,lgbm_tweedie,27731,2025-09-30,0.9622733999276534
IEK,шт,28,2025-11-01,lgbm_l2,35260,2025-10-29,0.8100192999700084
IEK,шт,28,2025-11-01,lgbm_tweedie,35260,2025-10-29,1.049159900052473
IEK,шт,28,2025-12-01,lgbm_l2,43065,2025-11-29,1.6294416000600904
IEK,шт,28,2025-12-01,lgbm_tweedie,43065,2025-11-29,2.9979040999896824
IEK,шт,28,2026-01-01,lgbm_l2,52706,2025-12-30,1.7194113000296056
IEK,шт,28,2026-01-01,lgbm_tweedie,52706,2025-12-30,2.799925900064409
IEK,шт,28,2026-02-01,lgbm_l2,60978,2026-01-29,1.1369518999708816
IEK,шт,28,2026-02-01,lgbm_tweedie,60978,2026-01-29,1.936747599975206
IEK,шт,28,2026-03-01,lgbm_l2,69427,2026-03-01,1.4195269000483677
IEK,шт,28,2026-03-01,lgbm_tweedie,69427,2026-03-01,2.2171737999888137
IEK,шт,28,2026-04-01,lgbm_l2,79852,2026-03-31,2.4185444000177085
IEK,шт,28,2026-04-01,lgbm_tweedie,79852,2026-03-31,1.9364407999673858
IEK,шт,28,2026-05-01,lgbm_l2,88777,2026-04-29,1.2037211999995634
IEK,шт,28,2026-05-01,lgbm_tweedie,88777,2026-04-29,1.9521570999640971
IEK,шт,28,2026-06-01,lgbm_l2,97813,2026-05-29,2.9270284000085667
IEK,шт,28,2026-06-01,lgbm_tweedie,97813,2026-05-29,3.8987627000315115
IEK,шт,28,2026-07-01,lgbm_l2,108767,2026-06-30,6.7755618999945
IEK,шт,28,2026-07-01,lgbm_tweedie,108767,2026-06-30,18.109663999988697
IEK,шт,28,2026-08-01,lgbm_l2,117988,2026-07-29,3.7763016999233514
IEK,шт,28,2026-08-01,lgbm_tweedie,117988,2026-07-29,11.333271799958311
Systeme electric,шт,7,2025-07-01,lgbm_l2,4831,2025-07-01,0.20026399998459965
Systeme electric,шт,7,2025-07-01,lgbm_tweedie,4831,2025-07-01,0.17401609988883138
Systeme electric,шт,7,2025-08-01,lgbm_l2,6731,2025-07-29,0.3047070000320673
Systeme electric,шт,7,2025-08-01,lgbm_tweedie,6731,2025-07-29,0.23193680006079376
Systeme electric,шт,7,2025-09-01,lgbm_l2,9175,2025-08-26,0.26701269997283816
Systeme electric,шт,7,2025-09-01,lgbm_tweedie,9175,2025-08-26,0.27348089998122305
Systeme electric,шт,7,2025-10-01,lgbm_l2,12199,2025-09-30,0.47117410006467253
Systeme electric,шт,7,2025-10-01,lgbm_tweedie,12199,2025-09-30,0.8818269000621513
Systeme electric,шт,7,2025-11-01,lgbm_l2,14781,2025-10-28,0.596292500034906
Systeme electric,шт,7,2025-11-01,lgbm_tweedie,14781,2025-10-28,1.4862329000607133
Systeme electric,шт,7,2025-12-01,lgbm_l2,17440,2025-11-25,0.8591758999973536
Systeme electric,шт,7,2025-12-01,lgbm_tweedie,17440,2025-11-25,1.8263379000127316
Systeme electric,шт,7,2026-01-01,lgbm_l2,20662,2025-12-30,0.5269812999758869
Systeme electric,шт,7,2026-01-01,lgbm_tweedie,20662,2025-12-30,2.413996599963866
Systeme electric,шт,7,2026-02-01,lgbm_l2,23360,2026-01-27,1.5804570000618696
Systeme electric,шт,7,2026-02-01,lgbm_tweedie,23360,2026-01-27,0.9939770000055432
Systeme electric,шт,7,2026-03-01,lgbm_l2,26083,2026-02-24,1.0227554999291897
Systeme electric,шт,7,2026-03-01,lgbm_tweedie,26083,2026-02-24,1.2955335000297055
Systeme electric,шт,7,2026-04-01,lgbm_l2,29386,2026-03-31,0.6979238000931218
Systeme electric,шт,7,2026-04-01,lgbm_tweedie,29386,2026-03-31,1.2804092000005767
Systeme electric,шт,7,2026-05-01,lgbm_l2,32146,2026-04-28,0.6638084999285638
Systeme electric,шт,7,2026-05-01,lgbm_tweedie,32146,2026-04-28,1.039355200016871
Systeme electric,шт,7,2026-06-01,lgbm_l2,34906,2026-05-26,0.8548749000765383
Systeme electric,шт,7,2026-06-01,lgbm_tweedie,34906,2026-05-26,1.231475600041449
Systeme electric,шт,7,2026-07-01,lgbm_l2,38221,2026-06-30,0.7441140000009909
Systeme electric,шт,7,2026-07-01,lgbm_tweedie,38221,2026-06-30,0.9197340999962762
Systeme electric,шт,7,2026-08-01,lgbm_l2,41009,2026-07-28,0.6036382999736816
Systeme electric,шт,7,2026-08-01,lgbm_tweedie,41009,2026-07-28,1.077968299970962
Systeme electric,шт,28,2025-07-01,lgbm_l2,3433,2025-07-01,0.14969809993635863
Systeme electric,шт,28,2025-07-01,lgbm_tweedie,3433,2025-07-01,0.20484699995722622
Systeme electric,шт,28,2025-08-01,lgbm_l2,5303,2025-07-29,0.3875939999707043
Systeme electric,шт,28,2025-08-01,lgbm_tweedie,5303,2025-07-29,0.3522061000112444
Systeme electric,шт,28,2025-09-01,lgbm_l2,7701,2025-08-29,0.25109799997881055
Systeme electric,шт,28,2025-09-01,lgbm_tweedie,7701,2025-08-29,0.42552249995060265
Systeme electric,шт,28,2025-10-01,lgbm_l2,10673,2025-09-30,0.4218279999913648
Systeme electric,шт,28,2025-10-01,lgbm_tweedie,10673,2025-09-30,0.46261749998666346
Systeme electric,шт,28,2025-11-01,lgbm_l2,13227,2025-10-29,0.45485109998844564
Systeme electric,шт,28,2025-11-01,lgbm_tweedie,13227,2025-10-29,0.353402900043875
Systeme electric,шт,28,2025-12-01,lgbm_l2,15838,2025-11-29,0.32822349993512034
Systeme electric,шт,28,2025-12-01,lgbm_tweedie,15838,2025-11-29,0.5252125000115484
Systeme electric,шт,28,2026-01-01,lgbm_l2,19048,2025-12-30,0.45421650004573166
Systeme electric,шт,28,2026-01-01,lgbm_tweedie,19048,2025-12-30,0.5321022999705747
Systeme electric,шт,28,2026-02-01,lgbm_l2,21740,2026-01-29,0.4796170999761671
Systeme electric,шт,28,2026-02-01,lgbm_tweedie,21740,2026-01-29,0.5494195999344811
Systeme electric,шт,28,2026-03-01,lgbm_l2,24445,2026-03-01,0.41900080000050366
Systeme electric,шт,28,2026-03-01,lgbm_tweedie,24445,2026-03-01,0.7607286999700591
Systeme electric,шт,28,2026-04-01,lgbm_l2,27733,2026-03-31,0.5258180999662727
Systeme electric,шт,28,2026-04-01,lgbm_tweedie,27733,2026-03-31,0.743013700004667
Systeme electric,шт,28,2026-05-01,lgbm_l2,30490,2026-04-29,0.6174416999565437
Systeme electric,шт,28,2026-05-01,lgbm_tweedie,30490,2026-04-29,0.728274799999781
Systeme electric,шт,28,2026-06-01,lgbm_l2,33250,2026-05-29,0.6375450999476016
Systeme electric,шт,28,2026-06-01,lgbm_tweedie,33250,2026-05-29,0.6709685999667272
Systeme electric,шт,28,2026-07-01,lgbm_l2,36562,2026-06-30,0.7246601999504492
Systeme electric,шт,28,2026-07-01,lgbm_tweedie,36562,2026-06-30,0.7710865000262856
Systeme electric,шт,28,2026-08-01,lgbm_l2,39335,2026-07-29,0.7117063000332564
Systeme electric,шт,28,2026-08-01,lgbm_tweedie,39335,2026-07-29,0.9919020000379533
