origin,supplier,unit,horizon,model,n,sku_count,actual_qty,predicted_qty,wape_pct,bias_pct,underforecast_pct,overforecast_pct,zero_actual_pct,mae
2025-10-01,IEK,м,7,lgbm_tweedie,101,101,16353.0,10605.703,64.959,-35.145,50.052,14.907,47.525,105.17589145076596
2025-10-01,IEK,м,7,lgbm_selected,101,101,16353.0,10605.703,64.959,-35.145,50.052,14.907,47.525,105.17589145076596
2025-11-01,IEK,м,7,baseline_selected,102,102,5957.0,10973.943,155.584,84.219,35.682,119.901,54.902,90.86390011027295
2025-11-01,IEK,м,7,lgbm_l2,102,102,5957.0,12145.017,175.6,103.878,35.861,139.739,54.902,102.55374618726229
2025-11-01,IEK,м,7,lgbm_tweedie,102,102,5957.0,9579.939,146.972,60.818,43.077,103.895,54.902,85.8345553212697
2025-11-01,IEK,м,7,lgbm_selected,102,102,5957.0,9579.939,146.972,60.818,43.077,103.895,54.902,85.8345553212697
2025-12-01,IEK,м,7,baseline_selected,102,102,10494.0,8812.156,68.53,-16.027,42.278,26.251,50.0,70.50477337559502
2025-12-01,IEK,м,7,lgbm_l2,102,102,10494.0,9570.159,59.429,-8.804,34.116,25.313,50.0,61.14233359702937
2025-12-01,IEK,м,7,lgbm_tweedie,102,102,10494.0,6479.708,69.714,-38.253,53.984,15.73,50.0,71.7233828831121
2025-12-01,IEK,м,7,lgbm_selected,102,102,10494.0,6479.708,69.714,-38.253,53.984,15.73,50.0,71.7233828831121
2026-01-01,IEK,м,7,baseline_selected,104,104,2660.0,6835.37,204.559,156.969,23.795,180.764,74.038,52.319779573084325
2026-01-01,IEK,м,7,lgbm_l2,104,104,2660.0,9925.306,283.37,273.132,5.119,278.251,74.038,72.47743861200276
2026-01-01,IEK,м,7,lgbm_tweedie,104,104,2660.0,7402.181,191.423,178.277,6.573,184.85,74.038,48.96013936352875
2026-01-01,IEK,м,7,lgbm_selected,104,104,2660.0,7402.181,191.423,178.277,6.573,184.85,74.038,48.96013936352875
2026-02-01,IEK,м,7,baseline_selected,105,105,5430.0,3786.302,83.445,-30.271,56.858,26.587,66.667,43.152736014308104
2026-02-01,IEK,м,7,lgbm_l2,105,105,5430.0,5786.452,85.176,6.565,39.306,45.87,66.667,44.048309647627256
2026-02-01,IEK,м,7,lgbm_tweedie,105,105,5430.0,2748.49,74.488,-49.383,61.936,12.552,66.667,38.52102595998781
2026-02-01,IEK,м,7,lgbm_selected,105,105,5430.0,2748.49,74.488,-49.383,61.936,12.552,66.667,38.52102595998781
2026-03-01,IEK,м,7,baseline_selected,107,107,9194.0,3833.057,100.84,-58.309,79.575,21.266,54.206,86.64739896410899
2026-03-01,IEK,м,7,lgbm_l2,107,107,9194.0,4470.371,106.892,-51.377,79.135,27.757,54.206,91.84717301688093
2026-03-01,IEK,м,7,lgbm_tweedie,107,107,9194.0,3549.068,99.63,-61.398,80.514,19.116,54.206,85.60730679227036
2026-03-01,IEK,м,7,lgbm_selected,107,107,9194.0,3549.068,99.63,-61.398,80.514,19.116,54.206,85.60730679227036
2026-04-01,IEK,м,7,baseline_selected,108,108,6941.0,4115.275,74.859,-40.711,57.785,17.074,64.815,48.110662102494835
2026-04-01,IEK,м,7,lgbm_l2,108,108,6941.0,6070.922,82.502,-12.535,47.518,34.983,64.815,53.02249859375248
2026-04-01,IEK,м,7,lgbm_tweedie,108,108,6941.0,4312.86,72.001,-37.864,54.933,17.069,64.815,46.273991749251614
2026-04-01,IEK,м,7,lgbm_selected,108,108,6941.0,4312.86,72.001,-37.864,54.933,17.069,64.815,46.273991749251614
2026-05-01,IEK,м,7,baseline_selected,108,108,5057.0,5380.633,87.315,6.4,40.458,46.857,66.667,40.884469722725676
2026-05-01,IEK,м,7,lgbm_l2,108,108,5057.0,8444.367,124.928,66.984,28.972,95.956,66.667,58.49632522824003
2026-05-01,IEK,м,7,lgbm_tweedie,108,108,5057.0,5508.436,97.239,8.927,44.156,53.083,66.667,45.53113115116861
2026-05-01,IEK,м,7,lgbm_selected,108,108,5057.0,5508.436,97.239,8.927,44.156,53.083,66.667,45.53113115116861
2026-06-01,IEK,м,7,baseline_selected,108,108,13946.0,6193.398,82.178,-55.59,68.884,13.294,60.185,106.11617802696901
2026-06-01,IEK,м,7,lgbm_l2,108,108,13946.0,7390.719,79.966,-47.005,63.485,16.481,60.185,103.25990854846714
2026-06-01,IEK,м,7,lgbm_tweedie,108,108,13946.0,5611.106,72.421,-59.765,66.093,6.328,60.185,93.51642764108296
2026-06-01,IEK,м,7,lgbm_selected,108,108,13946.0,5611.106,72.421,-59.765,66.093,6.328,60.185,93.51642764108296
2026-07-01,IEK,м,7,baseline_selected,108,108,6631.0,8862.416,94.662,33.651,30.505,64.157,61.111,58.120666225035755
2026-07-01,IEK,м,7,lgbm_l2,108,108,6631.0,9093.013,105.294,37.129,34.082,71.211,61.111,64.64841063235228
2026-07-01,IEK,м,7,lgbm_tweedie,108,108,6631.0,8471.342,99.898,27.754,36.072,63.826,61.111,61.3356018278244
2026-07-01,IEK,м,7,lgbm_selected,108,108,6631.0,8471.342,99.898,27.754,36.072,63.826,61.111,61.3356018278244
2026-08-01,IEK,м,7,baseline_selected,109,109,10662.0,11880.641,89.182,11.43,38.876,50.306,60.55,87.2344784374717
2026-08-01,IEK,м,7,lgbm_l2,109,109,10662.0,11363.587,65.103,6.58,29.261,35.842,60.55,63.68146098954878
2026-08-01,IEK,м,7,lgbm_tweedie,109,109,10662.0,9162.581,65.74,-14.063,39.902,25.838,60.55,64.3044102561331
2026-08-01,IEK,м,7,lgbm_selected,109,109,10662.0,9162.581,65.74,-14.063,39.902,25.838,60.55,64.3044102561331
2025-07-01,IEK,м,28,baseline_selected,89,89,65002.0,43403.423,52.681,-33.228,42.954,9.727,23.596,384.76165702285874
2025-07-01,IEK,м,28,lgbm_l2,89,89,65002.0,62928.277,55.889,-3.19,29.54,26.349,23.596,408.1900091657678
2025-07-01,IEK,м,28,lgbm_tweedie,89,89,65002.0,50617.176,51.562,-22.13,36.846,14.716,23.596,376.5903254763019
2025-07-01,IEK,м,28,lgbm_selected,89,89,65002.0,50617.176,51.562,-22.13,36.846,14.716,23.596,376.5903254763019
2025-08-01,IEK,м,28,baseline_selected,96,96,58048.0,51896.881,44.094,-10.597,27.346,16.749,18.75,266.62427407785486
2025-08-01,IEK,м,28,lgbm_l2,96,96,58048.0,68869.983,53.311,18.643,17.334,35.977,18.75,322.3563482587396
2025-08-01,IEK,м,28,lgbm_tweedie,96,96,58048.0,65402.982,52.642,12.671,19.986,32.656,18.75,318.309102623897
2025-08-01,IEK,м,28,lgbm_selected,96,96,58048.0,65402.982,52.642,12.671,19.986,32.656,18.75,318.309102623897
2025-09-01,IEK,м,28,baseline_selected,98,98,53299.0,50724.498,47.259,-4.83,26.045,21.214,19.388,257.0270056036282
2025-09-01,IEK,м,28,lgbm_l2,98,98,53299.0,66446.108,63.174,24.667,19.254,43.92,19.388,343.58175506533814
2025-09-01,IEK,м,28,lgbm_tweedie,98,98,53299.0,58209.988,54.765,9.214,22.775,31.989,19.388,297.8470041145055
2025-09-01,IEK,м,28,lgbm_selected,98,98,53299.0,58209.988,54.765,9.214,22.775,31.989,19.388,297.8470041145055
2025-10-01,IEK,м,28,baseline_selected,101,101,57079.0,43709.438,51.6,-23.423,37.511,14.088,28.713,291.6101425976815
2025-10-01,IEK,м,28,lgbm_l2,101,101,57079.0,58973.281,60.443,3.319,28.562,31.881,28.713,341.58490401914014
2025-10-01,IEK,м,28,lgbm_tweedie,101,101,57079.0,53861.854,52.021,-5.636,28.829,23.193,28.713,293.99357008492757
2025-10-01,IEK,м,28,lgbm_selected,101,101,57079.0,53861.854,52.021,-5.636,28.829,23.193,28.713,293.99357008492757
2025-11-01,IEK,м,28,baseline_selected,102,102,37392.0,43895.77,49.92,17.393,16.263,33.657,29.412,183.0007428589306
2025-11-01,IEK,м,28,lgbm_l2,102,102,37392.0,51270.417,67.342,37.116,15.113,52.229,29.412,246.8684403870424
2025-11-01,IEK,м,28,lgbm_tweedie,102,102,37392.0,46326.421,55.453,23.894,15.78,39.674,29.412,203.28484434721977
2025-11-01,IEK,м,28,lgbm_selected,102,102,37392.0,46326.421,55.453,23.894,15.78,39.674,29.412,203.28484434721977
2025-12-01,IEK,м,28,baseline_selected,102,102,35245.0,35248.623,60.512,0.01,30.251,30.261,29.412,209.0916183631117
2025-12-01,IEK,м,28,lgbm_l2,102,102,35245.0,45632.608,66.508,29.473,18.518,47.99,29.412,229.81066621028629
2025-12-01,IEK,м,28,lgbm_tweedie,102,102,35245.0,39342.504,59.074,11.626,23.724,35.35,29.412,204.12413147450104
2025-12-01,IEK,м,28,lgbm_selected,102,102,35245.0,39342.504,59.074,11.626,23.724,35.35,29.412,204.12413147450104
2026-01-01,IEK,м,28,baseline_selected,104,104,18883.0,27341.48,107.059,44.794,31.133,75.927,32.692,194.38496225900946
2026-01-01,IEK,м,28,lgbm_l2,104,104,18883.0,43379.546,164.703,129.728,17.488,147.216,32.692,299.0472474985542
2026-01-01,IEK,м,28,lgbm_tweedie,104,104,18883.0,38381.389,148.297,103.259,22.519,125.778,32.692,269.2594395014913
2026-01-01,IEK,м,28,lgbm_selected,104,104,18883.0,38381.389,148.297,103.259,22.519,125.778,32.692,269.2594395014913
2026-02-01,IEK,м,28,baseline_selected,105,105,19111.0,15145.206,70.531,-20.751,45.641,24.89,38.095,128.3730027387657
2026-02-01,IEK,м,28,lgbm_l2,105,105,19111.0,22361.287,71.03,17.007,27.011,44.019,38.095,129.28078679115256
2026-02-01,IEK,м,28,lgbm_tweedie,105,105,19111.0,17953.666,60.893,-6.056,33.474,27.419,38.095,110.8309119795166
2026-02-01,IEK,м,28,lgbm_selected,105,105,19111.0,17953.666,60.893,-6.056,33.474,27.419,38.095,110.8309119795166
2026-03-01,IEK,м,28,baseline_selected,107,107,26238.0,15332.228,71.751,-41.565,56.658,15.093,38.318,175.94390548398079
2026-03-01,IEK,м,28,lgbm_l2,107,107,26238.0,19875.32,65.242,-24.25,44.746,20.496,38.318,159.98411601215955
2026-03-01,IEK,м,28,lgbm_tweedie,107,107,26238.0,16876.585,62.95,-35.679,49.314,13.635,38.318,154.3616909526339
2026-03-01,IEK,м,28,lgbm_selected,107,107,26238.0,16876.585,62.95,-35.679,49.314,13.635,38.318,154.3616909526339
2026-04-01,IEK,м,28,baseline_selected,108,108,30745.0,16461.098,57.083,-46.459,51.771,5.312,42.593,162.5011821597849
2026-04-01,IEK,м,28,lgbm_l2,108,108,30745.0,23841.61,70.66,-22.454,46.557,24.103,42.593,201.15308786827953
2026-04-01,IEK,м,28,lgbm_tweedie,108,108,30745.0,20577.496,64.089,-33.07,48.58,15.509,42.593,182.4453330921811
2026-04-01,IEK,м,28,lgbm_selected,108,108,30745.0,20577.496,64.089,-33.07,48.58,15.509,42.593,182.4453330921811
2026-05-01,IEK,м,28,baseline_selected,108,108,28716.0,21522.532,61.572,-25.05,43.311,18.261,36.111,163.71324478558992
2026-05-01,IEK,м,28,lgbm_l2,108,108,28716.0,27312.977,54.919,-4.886,29.902,25.017,36.111,146.02387495995572
2026-05-01,IEK,м,28,lgbm_tweedie,108,108,28716.0,25360.877,53.677,-11.684,32.68,20.996,36.111,142.719884732517
2026-05-01,IEK,м,28,lgbm_selected,108,108,28716.0,25360.877,53.677,-11.684,32.68,20.996,36.111,142.719884732517
2026-06-01,IEK,м,28,baseline_selected,108,108,44622.0,24773.593,61.5,-44.481,52.991,8.509,39.815,254.09723810699046
2026-06-01,IEK,м,28,lgbm_l2,108,108,44622.0,33304.067,48.944,-25.364,37.154,11.79,39.815,202.21949013989263
2026-06-01,IEK,м,28,lgbm_tweedie,108,108,44622.0,29488.301,53.886,-33.915,43.901,9.985,39.815,222.6397699979802
2026-06-01,IEK,м,28,lgbm_selected,108,108,44622.0,29488.301,53.886,-33.915,43.901,9.985,39.815,222.6397699979802
2026-07-01,IEK,м,28,baseline_selected,108,108,49419.0,35449.665,43.941,-28.267,36.104,7.837,37.963,201.06859615966405
2026-07-01,IEK,м,28,lgbm_l2,108,108,49419.0,43045.389,43.968,-12.897,28.432,15.535,37.963,201.18886337468805
2026-07-01,IEK,м,28,lgbm_tweedie,108,108,49419.0,41056.049,39.339,-16.923,28.131,11.208,37.963,180.01032637650576
2026-07-01,IEK,м,28,lgbm_selected,108,108,49419.0,41056.049,39.339,-16.923,28.131,11.208,37.963,180.01032637650576
2026-08-01,IEK,м,28,baseline_selected,109,109,45662.0,47522.563,74.976,4.075,35.451,39.525,44.037,314.0861064168425
2026-08-01,IEK,м,28,lgbm_l2,109,109,45662.0,46622.532,45.266,2.104,21.581,23.685,44.037,189.62690960288612
2026-08-01,IEK,м,28,lgbm_tweedie,109,109,45662.0,44970.01,44.072,-1.515,22.794,21.278,44.037,184.6248605579987
2026-08-01,IEK,м,28,lgbm_selected,109,109,45662.0,44970.01,44.072,-1.515,22.794,21.278,44.037,184.6248605579987
2025-07-01,IEK,упак,7,baseline_selected,57,57,815.0,1016.542,50.217,24.729,12.744,37.473,73.684,7.180196253345227
2025-07-01,IEK,упак,7,lgbm_l2,57,57,815.0,1184.037,74.241,45.281,14.48,59.761,73.684,10.615103726305056
2025-07-01,IEK,упак,7,lgbm_tweedie,57,57,815.0,972.844,53.277,19.367,16.955,36.322,73.684,7.617700055356043
2025-07-01,IEK,упак,7,lgbm_selected,57,57,815.0,972.844,53.277,19.367,16.955,36.322,73.684,7.617700055356043
2025-08-01,IEK,упак,7,baseline_selected,59,59,1184.0,1003.492,44.875,-15.246,30.06,14.815,57.627,9.005458201666187
2025-08-01,IEK,упак,7,lgbm_l2,59,59,1184.0,1187.357,71.558,0.284,35.637,35.921,57.627,14.360189594893226
2025-08-01,IEK,упак,7,lgbm_tweedie,59,59,1184.0,1004.825,52.956,-15.133,34.044,18.911,57.627,10.627097783499512
2025-08-01,IEK,упак,7,lgbm_selected,59,59,1184.0,1004.825,52.956,-15.133,34.044,18.911,57.627,10.627097783499512
2025-09-01,IEK,упак,7,baseline_selected,59,59,642.0,846.051,56.611,31.784,12.414,44.197,69.492,6.160011490950875
2025-09-01,IEK,упак,7,lgbm_l2,59,59,642.0,1037.652,74.851,61.628,6.612,68.24,69.492,8.14482334248567
2025-09-01,IEK,упак,7,lgbm_tweedie,59,59,642.0,656.134,47.727,2.202,22.762,24.964,69.492,5.193300150638268
2025-09-01,IEK,упак,7,lgbm_selected,59,59,642.0,656.134,47.727,2.202,22.762,24.964,69.492,5.193300150638268
2025-10-01,IEK,упак,7,baseline_selected,61,61,824.0,918.542,39.756,11.474,14.141,25.615,70.492,5.370380661294804
2025-10-01,IEK,упак,7,lgbm_l2,61,61,824.0,1030.053,58.737,25.006,16.866,41.872,70.492,7.934374877792405
2025-10-01,IEK,упак,7,lgbm_tweedie,61,61,824.0,731.882,45.786,-11.179,28.483,17.303,70.492,6.184899041988398
2025-10-01,IEK,упак,7,lgbm_selected,61,61,824.0,731.882,45.786,-11.179,28.483,17.303,70.492,6.184899041988398
2025-11-01,IEK,упак,7,baseline_selected,64,64,1122.0,1071.593,41.732,-4.493,23.112,18.62,62.5,7.316207627118645
2025-11-01,IEK,упак,7,lgbm_l2,64,64,1122.0,1090.536,42.936,-2.804,22.87,20.066,62.5,7.5271803931124674
2025-11-01,IEK,упак,7,lgbm_tweedie,64,64,1122.0,1044.861,35.039,-6.875,20.957,14.082,62.5,6.142848395665547
2025-11-01,IEK,упак,7,lgbm_selected,64,64,1122.0,1044.861,35.039,-6.875,20.957,14.082,62.5,6.142848395665547
2025-12-01,IEK,упак,7,baseline_selected,65,65,1233.0,1073.017,74.572,-12.975,43.774,30.799,52.308,14.145762711864405
2025-12-01,IEK,упак,7,lgbm_l2,65,65,1233.0,1143.867,79.854,-7.229,43.542,36.313,52.308,15.147706640351432
2025-12-01,IEK,упак,7,lgbm_tweedie,65,65,1233.0,1059.375,76.08,-14.082,45.081,30.999,52.308,14.431834873434878
2025-12-01,IEK,упак,7,lgbm_selected,65,65,1233.0,1059.375,76.08,-14.082,45.081,30.999,52.308,14.431834873434878
2026-01-01,IEK,упак,7,baseline_selected,66,66,64.0,987.119,1442.373,1442.373,0.0,1442.373,87.879,13.98664612223934
2026-01-01,IEK,упак,7,lgbm_l2,66,66,64.0,1001.297,1464.527,1464.527,0.0,1464.527,87.879,14.20147405931945
2026-01-01,IEK,упак,7,lgbm_tweedie,66,66,64.0,653.301,920.783,920.783,0.0,920.783,87.879,8.928800056125208
2026-01-01,IEK,упак,7,lgbm_selected,66,66,64.0,653.301,920.783,920.783,0.0,920.783,87.879,8.928800056125208
2026-02-01,IEK,упак,7,baseline_selected,67,67,1097.0,687.898,62.956,-37.293,50.124,12.832,59.701,10.307867442448774
2026-02-01,IEK,упак,7,lgbm_l2,67,67,1097.0,778.875,63.73,-29.0,46.365,17.365,59.701,10.434645940884703
2026-02-01,IEK,упак,7,lgbm_tweedie,67,67,1097.0,461.613,60.745,-57.92,59.333,1.412,59.701,9.945894771161296
2026-02-01,IEK,упак,7,lgbm_selected,67,67,1097.0,461.613,60.745,-57.92,59.333,1.412,59.701,9.945894771161296
2026-03-01,IEK,упак,7,baseline_selected,67,67,639.0,604.492,56.067,-5.4,30.734,25.334,77.612,5.347331140905641
2026-03-01,IEK,упак,7,lgbm_l2,67,67,639.0,773.486,50.53,21.046,14.742,35.788,77.612,4.819161110915564
2026-03-01,IEK,упак,7,lgbm_tweedie,67,67,639.0,784.555,47.489,22.779,12.355,35.134,77.612,4.529180432769457
2026-03-01,IEK,упак,7,lgbm_selected,67,67,639.0,784.555,47.489,22.779,12.355,35.134,77.612,4.529180432769457
2026-04-01,IEK,упак,7,baseline_selected,68,68,327.0,555.61,108.983,69.911,19.536,89.447,63.235,5.240777666999002
2026-04-01,IEK,упак,7,lgbm_l2,68,68,327.0,655.937,131.365,100.592,15.386,115.979,63.235,6.317125657839589
2026-04-01,IEK,упак,7,lgbm_tweedie,68,68,327.0,447.384,81.53,36.815,22.357,59.172,63.235,3.9206135119099
2026-04-01,IEK,упак,7,lgbm_selected,68,68,327.0,447.384,81.53,36.815,22.357,59.172,63.235,3.9206135119099
2026-05-01,IEK,упак,7,baseline_selected,68,68,388.0,546.949,82.693,40.966,20.863,61.829,80.882,4.718344965104686
2026-05-01,IEK,упак,7,lgbm_l2,68,68,388.0,660.01,98.772,70.106,14.333,84.439,80.882,5.635801860482481
2026-05-01,IEK,упак,7,lgbm_tweedie,68,68,388.0,425.221,49.333,9.593,19.87,29.463,80.882,2.8148597953353898
2026-05-01,IEK,упак,7,lgbm_selected,68,68,388.0,425.221,49.333,9.593,19.87,29.463,80.882,2.8148597953353898
2026-06-01,IEK,упак,7,baseline_selected,70,70,625.0,538.407,66.454,-13.855,40.155,26.3,54.286,5.933414043583535
2026-06-01,IEK,упак,7,lgbm_l2,70,70,625.0,457.375,63.856,-26.82,45.338,18.518,54.286,5.701421260337777
2026-06-01,IEK,упак,7,lgbm_tweedie,70,70,625.0,398.183,64.482,-36.291,50.386,14.095,54.286,5.75730001008552
2026-06-01,IEK,упак,7,lgbm_selected,70,70,625.0,398.183,64.482,-36.291,50.386,14.095,54.286,5.75730001008552
2026-07-01,IEK,упак,7,baseline_selected,70,70,781.0,684.695,56.329,-12.331,34.33,21.999,61.429,6.284745762711864
2026-07-01,IEK,упак,7,lgbm_l2,70,70,781.0,845.503,70.925,8.259,31.333,39.592,61.429,7.913161657314553
2026-07-01,IEK,упак,7,lgbm_tweedie,70,70,781.0,758.867,54.82,-2.834,28.827,25.993,61.429,6.116361378347126
2026-07-01,IEK,упак,7,lgbm_selected,70,70,781.0,758.867,54.82,-2.834,28.827,25.993,61.429,6.116361378347126
2026-08-01,IEK,упак,7,baseline_selected,71,71,916.0,890.898,50.257,-2.74,26.499,23.758,70.423,6.483886369061829
2026-08-01,IEK,упак,7,lgbm_l2,71,71,916.0,827.452,54.239,-9.667,31.953,22.286,70.423,6.997539227740483
2026-08-01,IEK,упак,7,lgbm_tweedie,71,71,916.0,803.651,51.912,-12.265,32.089,19.824,70.423,6.697431393725245
2026-08-01,IEK,упак,7,lgbm_selected,71,71,916.0,803.651,51.912,-12.265,32.089,19.824,70.423,6.697431393725245
2025-07-01,IEK,упак,28,baseline_selected,57,57,3325.0,3727.892,45.741,12.117,16.812,28.929,36.842,26.68203535657568
2025-07-01,IEK,упак,28,lgbm_l2,57,57,3325.0,5082.457,88.961,52.856,18.052,70.908,36.842,51.893737779060444
2025-07-01,IEK,упак,28,lgbm_tweedie,57,57,3325.0,4432.74,53.641,33.315,10.163,43.478,36.842,31.290867088490717
2025-07-01,IEK,упак,28,lgbm_selected,57,57,3325.0,4432.74,53.641,33.315,10.163,43.478,36.842,31.290867088490717
2025-08-01,IEK,упак,28,baseline_selected,59,59,3213.0,3249.988,25.078,1.151,11.963,13.114,32.203,13.656754418763967
2025-08-01,IEK,упак,28,lgbm_l2,59,59,3213.0,4345.143,53.216,35.236,8.99,44.226,32.203,28.980130526223377
2025-08-01,IEK,упак,28,lgbm_tweedie,59,59,3213.0,4103.409,41.368,27.713,6.828,34.541,32.203,22.52829366841452
2025-08-01,IEK,упак,28,lgbm_selected,59,59,3213.0,4103.409,41.368,27.713,6.828,34.541,32.203,22.52829366841452
2025-09-01,IEK,упак,28,baseline_selected,59,59,4122.0,3101.352,35.74,-24.761,30.251,5.49,30.508,24.96959138380015
2025-09-01,IEK,упак,28,lgbm_l2,59,59,4122.0,4022.177,38.573,-2.422,20.497,18.076,30.508,26.948914754829442
2025-09-01,IEK,упак,28,lgbm_tweedie,59,59,4122.0,3598.965,27.455,-12.689,20.072,7.383,30.508,19.181111209619118
2025-09-01,IEK,упак,28,lgbm_selected,59,59,4122.0,3598.965,27.455,-12.689,20.072,7.383,30.508,19.181111209619118
2025-10-01,IEK,упак,28,baseline_selected,61,61,4309.0,3384.873,32.027,-21.446,26.737,5.29,50.82,22.623636464535686
2025-10-01,IEK,упак,28,lgbm_l2,61,61,4309.0,4030.673,50.127,-6.459,28.293,21.834,50.82,35.40958404104727
2025-10-01,IEK,упак,28,lgbm_tweedie,61,61,4309.0,3560.964,41.938,-17.36,29.649,12.289,50.82,29.62502803886938
2025-10-01,IEK,упак,28,lgbm_selected,61,61,4309.0,3560.964,41.938,-17.36,29.649,12.289,50.82,29.62502803886938
2025-11-01,IEK,упак,28,baseline_selected,64,64,4436.0,3885.507,35.345,-12.41,23.877,11.468,28.125,24.498487584261532
2025-11-01,IEK,упак,28,lgbm_l2,64,64,4436.0,4461.405,24.012,0.573,11.72,12.292,28.125,16.64340815654452
2025-11-01,IEK,упак,28,lgbm_tweedie,64,64,4436.0,4068.39,17.156,-8.287,12.721,4.434,28.125,11.891203407071153
2025-11-01,IEK,упак,28,lgbm_selected,64,64,4436.0,4068.39,17.156,-8.287,12.721,4.434,28.125,11.891203407071153
2025-12-01,IEK,упак,28,baseline_selected,65,65,3609.0,4207.232,75.104,16.576,29.264,45.84,24.615,41.699837716802655
2025-12-01,IEK,упак,28,lgbm_l2,65,65,3609.0,4618.553,71.226,27.973,21.626,49.599,24.615,39.54669992204746
2025-12-01,IEK,упак,28,lgbm_tweedie,65,65,3609.0,4736.869,74.838,31.252,21.793,53.045,24.615,41.552494030079515
2025-12-01,IEK,упак,28,lgbm_selected,65,65,3609.0,4736.869,74.838,31.252,21.793,53.045,24.615,41.552494030079515
2026-01-01,IEK,упак,28,baseline_selected,66,66,2378.0,2969.488,82.275,24.873,28.701,53.574,57.576,29.6439213277928
2026-01-01,IEK,упак,28,lgbm_l2,66,66,2378.0,4210.882,107.493,77.077,15.208,92.285,57.576,38.7299764941328
2026-01-01,IEK,упак,28,lgbm_tweedie,66,66,2378.0,3990.342,103.621,67.802,17.909,85.712,57.576,37.3349711907572
2026-01-01,IEK,упак,28,lgbm_selected,66,66,2378.0,3990.342,103.621,67.802,17.909,85.712,57.576,37.3349711907572
2026-02-01,IEK,упак,28,baseline_selected,67,67,2558.0,1785.99,38.871,-30.18,34.525,4.345,29.851,14.84044315439816
2026-02-01,IEK,упак,28,lgbm_l2,67,67,2558.0,2478.173,50.411,-3.121,26.766,23.645,29.851,19.246541809652065
2026-02-01,IEK,упак,28,lgbm_tweedie,67,67,2558.0,1983.96,43.71,-22.441,33.076,10.635,29.851,16.68813947865815
2026-02-01,IEK,упак,28,lgbm_selected,67,67,2558.0,1983.96,43.71,-22.441,33.076,10.635,29.851,16.68813947865815
2026-03-01,IEK,упак,28,baseline_selected,67,67,1879.0,2021.946,25.583,7.608,8.988,16.595,49.254,7.174690518066844
2026-03-01,IEK,упак,28,lgbm_l2,67,67,1879.0,3155.687,74.491,67.945,3.273,71.218,49.254,20.890884874970528
2026-03-01,IEK,упак,28,lgbm_tweedie,67,67,1879.0,2711.92,51.874,44.328,3.773,48.101,49.254,14.547956700005903
2026-03-01,IEK,упак,28,lgbm_selected,67,67,1879.0,2711.92,51.874,44.328,3.773,48.101,49.254,14.547956700005903
2026-04-01,IEK,упак,28,baseline_selected,68,68,2061.0,1772.104,45.128,-14.017,29.573,15.555,36.765,13.67783718346696
2026-04-01,IEK,упак,28,lgbm_l2,68,68,2061.0,2419.363,58.117,17.388,20.365,37.752,36.765,17.614624809598592
2026-04-01,IEK,упак,28,lgbm_tweedie,68,68,2061.0,2234.023,49.025,8.395,20.315,28.71,36.765,14.85878388774429
2026-04-01,IEK,упак,28,lgbm_selected,68,68,2061.0,2234.023,49.025,8.395,20.315,28.71,36.765,14.85878388774429
2026-05-01,IEK,упак,28,baseline_selected,68,68,1902.0,1920.665,42.283,0.981,20.651,21.632,47.059,11.826759196080893
2026-05-01,IEK,упак,28,lgbm_l2,68,68,1902.0,2095.548,45.57,10.176,17.697,27.873,47.059,12.746132285442986
