origin,supplier,unit,horizon,model,n,sku_count,actual_qty,predicted_qty,wape_pct,bias_pct,underforecast_pct,overforecast_pct,zero_actual_pct
2026-04-01,IEK,упак,7,sultan_mean59,68,68,327.0,555.61,108.983,69.911,19.536,89.447,63.235
2026-04-01,IEK,упак,7,mean28,68,68,327.0,460.5,100.459,40.826,29.817,70.642,63.235
2026-04-01,IEK,упак,7,weekly_ewma,68,68,327.0,482.212,97.189,47.466,24.862,72.327,63.235
2026-04-01,IEK,упак,7,robust_ewma,68,68,327.0,443.026,90.788,35.482,27.653,63.135,63.235
2026-04-01,IEK,упак,7,seasonal364,68,68,327.0,454.0,132.416,38.838,46.789,85.627,63.235
2026-04-01,IEK,упак,7,seasonal_blend,68,68,327.0,428.883,99.344,31.157,34.094,65.25,63.235
2026-04-01,IEK,упак,7,selected_2025,68,68,327.0,555.61,108.983,69.911,19.536,89.447,63.235
2026-04-01,IEK,шт,28,sultan_mean59,1796,1796,108217.0,95236.068,38.883,-11.995,25.439,13.444,50.557
2026-04-01,IEK,шт,28,mean28,1796,1796,108217.0,91449.0,44.958,-15.495,30.226,14.732,50.557
2026-04-01,IEK,шт,28,weekly_ewma,1796,1796,108217.0,97064.571,35.926,-10.306,23.116,12.81,50.557
2026-04-01,IEK,шт,28,robust_ewma,1796,1796,108217.0,82093.723,37.348,-24.14,30.744,6.604,50.557
2026-04-01,IEK,шт,28,seasonal364,1796,1796,108217.0,94414.0,48.492,-12.755,30.624,17.869,50.557
2026-04-01,IEK,шт,28,seasonal_blend,1796,1796,108217.0,100129.943,40.21,-7.473,23.842,16.369,50.557
2026-04-01,IEK,шт,28,selected_2025,1796,1796,108217.0,82093.723,37.348,-24.14,30.744,6.604,50.557
2026-04-01,IEK,м,28,sultan_mean59,108,108,30745.0,23902.983,60.588,-22.254,41.421,19.167,42.593
2026-04-01,IEK,м,28,mean28,108,108,30745.0,27571.0,64.563,-10.324,37.443,27.12,42.593
2026-04-01,IEK,м,28,weekly_ewma,108,108,30745.0,26879.844,56.94,-12.572,34.756,22.184,42.593
2026-04-01,IEK,м,28,robust_ewma,108,108,30745.0,16461.098,57.083,-46.459,51.771,5.312,42.593
2026-04-01,IEK,м,28,seasonal364,108,108,30745.0,38481.0,102.631,25.162,38.735,63.897,42.593
2026-04-01,IEK,м,28,seasonal_blend,108,108,30745.0,30816.256,76.921,0.232,38.344,38.576,42.593
2026-04-01,IEK,м,28,selected_2025,108,108,30745.0,16461.098,57.083,-46.459,51.771,5.312,42.593
2026-04-01,IEK,упак,28,sultan_mean59,68,68,2061.0,2222.441,54.58,7.833,23.374,31.207,36.765
2026-04-01,IEK,упак,28,mean28,68,68,2061.0,1842.0,46.337,-10.626,28.481,17.855,36.765
2026-04-01,IEK,упак,28,weekly_ewma,68,68,2061.0,1928.849,45.668,-6.412,26.04,19.628,36.765
2026-04-01,IEK,упак,28,robust_ewma,68,68,2061.0,1772.104,45.128,-14.017,29.573,15.555,36.765
2026-04-01,IEK,упак,28,seasonal364,68,68,2061.0,3837.0,119.942,86.172,16.885,103.057,36.765
2026-04-01,IEK,упак,28,seasonal_blend,68,68,2061.0,2430.503,58.467,17.928,20.269,38.198,36.765
2026-04-01,IEK,упак,28,selected_2025,68,68,2061.0,1772.104,45.128,-14.017,29.573,15.555,36.765
2026-05-01,IEK,шт,7,sultan_mean59,1814,1814,22132.0,26221.644,60.291,18.478,20.907,39.385,77.839
2026-05-01,IEK,шт,7,mean28,1814,1814,22132.0,27984.0,71.684,26.441,22.621,49.062,77.839
2026-05-01,IEK,шт,7,weekly_ewma,1814,1814,22132.0,27428.43,68.586,23.931,22.328,46.259,77.839
2026-05-01,IEK,шт,7,robust_ewma,1814,1814,22132.0,23975.132,59.194,8.328,25.433,33.761,77.839
2026-05-01,IEK,шт,7,seasonal364,1814,1814,22132.0,24681.0,86.892,11.517,37.688,49.205,77.839
2026-05-01,IEK,шт,7,seasonal_blend,1814,1814,22132.0,27778.439,70.028,25.513,22.258,47.771,77.839
2026-05-01,IEK,шт,7,selected_2025,1814,1814,22132.0,23975.132,59.194,8.328,25.433,33.761,77.839
2026-05-01,IEK,м,7,sultan_mean59,108,108,5057.0,7905.373,109.51,56.325,26.592,82.918,66.667
2026-05-01,IEK,м,7,mean28,108,108,5057.0,8659.75,117.407,71.243,23.082,94.325,66.667
2026-05-01,IEK,м,7,weekly_ewma,108,108,5057.0,8065.679,118.684,59.495,29.594,89.09,66.667
2026-05-01,IEK,м,7,robust_ewma,108,108,5057.0,5380.633,87.315,6.4,40.458,46.857,66.667
2026-05-01,IEK,м,7,seasonal364,108,108,5057.0,10025.0,126.201,98.24,13.981,112.221,66.667
2026-05-01,IEK,м,7,seasonal_blend,108,108,5057.0,8844.021,120.739,74.887,22.926,97.813,66.667
2026-05-01,IEK,м,7,selected_2025,108,108,5057.0,5380.633,87.315,6.4,40.458,46.857,66.667
2026-05-01,IEK,упак,7,sultan_mean59,68,68,388.0,546.949,82.693,40.966,20.863,61.829,80.882
2026-05-01,IEK,упак,7,mean28,68,68,388.0,615.25,105.606,58.57,23.518,82.088,80.882
2026-05-01,IEK,упак,7,weekly_ewma,68,68,388.0,632.585,107.962,63.037,22.462,85.5,80.882
2026-05-01,IEK,упак,7,robust_ewma,68,68,388.0,480.166,71.483,23.754,23.864,47.619,80.882
2026-05-01,IEK,упак,7,seasonal364,68,68,388.0,494.0,92.784,27.32,32.732,60.052,80.882
2026-05-01,IEK,упак,7,seasonal_blend,68,68,388.0,525.843,86.964,35.527,25.719,61.245,80.882
2026-05-01,IEK,упак,7,selected_2025,68,68,388.0,546.949,82.693,40.966,20.863,61.829,80.882
2026-05-01,IEK,шт,28,sultan_mean59,1814,1814,101036.0,104886.576,42.828,3.811,19.509,23.32,54.52
2026-05-01,IEK,шт,28,mean28,1814,1814,101036.0,111936.0,49.923,10.788,19.567,30.356,54.52
2026-05-01,IEK,шт,28,weekly_ewma,1814,1814,101036.0,109713.722,46.892,8.589,19.152,27.74,54.52
2026-05-01,IEK,шт,28,robust_ewma,1814,1814,101036.0,95900.527,39.093,-5.083,22.088,17.005,54.52
2026-05-01,IEK,шт,28,seasonal364,1814,1814,101036.0,114931.0,51.757,13.753,19.002,32.755,54.52
2026-05-01,IEK,шт,28,seasonal_blend,1814,1814,101036.0,122620.974,53.589,21.364,16.113,37.476,54.52
2026-05-01,IEK,шт,28,selected_2025,1814,1814,101036.0,95900.527,39.093,-5.083,22.088,17.005,54.52
2026-05-01,IEK,м,28,sultan_mean59,108,108,28716.0,31621.492,57.389,10.118,23.636,33.754,36.111
2026-05-01,IEK,м,28,mean28,108,108,28716.0,34639.0,80.676,20.626,30.025,50.651,36.111
2026-05-01,IEK,м,28,weekly_ewma,108,108,28716.0,32262.715,74.399,12.351,31.024,43.375,36.111
2026-05-01,IEK,м,28,robust_ewma,108,108,28716.0,21522.532,61.572,-25.05,43.311,18.261,36.111
2026-05-01,IEK,м,28,seasonal364,108,108,28716.0,41518.0,79.384,44.581,17.401,61.983,36.111
2026-05-01,IEK,м,28,seasonal_blend,108,108,28716.0,37695.813,81.409,31.271,25.069,56.34,36.111
2026-05-01,IEK,м,28,selected_2025,108,108,28716.0,21522.532,61.572,-25.05,43.311,18.261,36.111
2026-05-01,IEK,упак,28,sultan_mean59,68,68,1902.0,2187.797,55.239,15.026,20.106,35.133,47.059
2026-05-01,IEK,упак,28,mean28,68,68,1902.0,2461.0,69.348,29.39,19.979,49.369,47.059
2026-05-01,IEK,упак,28,weekly_ewma,68,68,1902.0,2530.341,70.494,33.036,18.729,51.765,47.059
2026-05-01,IEK,упак,28,robust_ewma,68,68,1902.0,1920.665,42.283,0.981,20.651,21.632,47.059
2026-05-01,IEK,упак,28,seasonal364,68,68,1902.0,3893.0,147.581,104.679,21.451,126.13,47.059
2026-05-01,IEK,упак,28,seasonal_blend,68,68,1902.0,3358.211,114.613,76.562,19.025,95.587,47.059
2026-05-01,IEK,упак,28,selected_2025,68,68,1902.0,1920.665,42.283,0.981,20.651,21.632,47.059
2026-06-01,IEK,шт,7,sultan_mean59,1833,1833,30646.0,26333.169,52.899,-14.073,33.486,19.413,71.849
2026-06-01,IEK,шт,7,mean28,1833,1833,30646.0,27025.5,50.971,-11.814,31.392,19.578,71.849
2026-06-01,IEK,шт,7,weekly_ewma,1833,1833,30646.0,26383.517,52.03,-13.909,32.97,19.061,71.849
2026-06-01,IEK,шт,7,robust_ewma,1833,1833,30646.0,23169.177,48.054,-24.397,36.226,11.828,71.849
2026-06-01,IEK,шт,7,seasonal364,1833,1833,30646.0,23679.0,73.481,-22.734,48.107,25.374,71.849
2026-06-01,IEK,шт,7,seasonal_blend,1833,1833,30646.0,26136.175,58.496,-14.716,36.606,21.89,71.849
2026-06-01,IEK,шт,7,selected_2025,1833,1833,30646.0,23169.177,48.054,-24.397,36.226,11.828,71.849
2026-06-01,IEK,м,7,sultan_mean59,108,108,13946.0,7732.983,75.587,-44.551,60.069,15.518,60.185
2026-06-01,IEK,м,7,mean28,108,108,13946.0,7561.25,88.662,-45.782,67.222,21.44,60.185
2026-06-01,IEK,м,7,weekly_ewma,108,108,13946.0,7941.009,86.357,-43.059,64.708,21.649,60.185
2026-06-01,IEK,м,7,robust_ewma,108,108,13946.0,6193.398,82.178,-55.59,68.884,13.294,60.185
2026-06-01,IEK,м,7,seasonal364,108,108,13946.0,9149.0,60.311,-34.397,47.354,12.957,60.185
2026-06-01,IEK,м,7,seasonal_blend,108,108,13946.0,8572.522,66.97,-38.531,52.75,14.22,60.185
2026-06-01,IEK,м,7,selected_2025,108,108,13946.0,6193.398,82.178,-55.59,68.884,13.294,60.185
2026-06-01,IEK,упак,7,sultan_mean59,70,70,625.0,538.407,66.454,-13.855,40.155,26.3,54.286
2026-06-01,IEK,упак,7,mean28,70,70,625.0,518.5,68.4,-17.04,42.72,25.68,54.286
2026-06-01,IEK,упак,7,weekly_ewma,70,70,625.0,549.455,71.256,-12.087,41.672,29.585,54.286
2026-06-01,IEK,упак,7,robust_ewma,70,70,625.0,489.885,66.39,-21.618,44.004,22.386,54.286
2026-06-01,IEK,упак,7,seasonal364,70,70,625.0,1214.0,148.0,94.24,26.88,121.12,54.286
2026-06-01,IEK,упак,7,seasonal_blend,70,70,625.0,674.165,86.558,7.866,39.346,47.212,54.286
2026-06-01,IEK,упак,7,selected_2025,70,70,625.0,538.407,66.454,-13.855,40.155,26.3,54.286
2026-06-01,IEK,шт,28,sultan_mean59,1833,1833,119927.0,105332.678,40.013,-12.169,26.091,13.922,48.336
2026-06-01,IEK,шт,28,mean28,1833,1833,119927.0,108102.0,43.527,-9.86,26.694,16.834,48.336
2026-06-01,IEK,шт,28,weekly_ewma,1833,1833,119927.0,105534.067,41.042,-12.001,26.521,14.52,48.336
2026-06-01,IEK,шт,28,robust_ewma,1833,1833,119927.0,92676.71,37.074,-22.722,29.898,7.176,48.336
2026-06-01,IEK,шт,28,seasonal364,1833,1833,119927.0,333172.0,223.442,177.812,22.815,200.627,48.336
2026-06-01,IEK,шт,28,seasonal_blend,1833,1833,119927.0,226645.07,124.769,88.986,17.892,106.878,48.336
2026-06-01,IEK,шт,28,selected_2025,1833,1833,119927.0,92676.71,37.074,-22.722,29.898,7.176,48.336
2026-06-01,IEK,м,28,sultan_mean59,108,108,44622.0,30931.932,54.827,-30.68,42.754,12.074,39.815
2026-06-01,IEK,м,28,mean28,108,108,44622.0,30245.0,59.56,-32.22,45.89,13.67,39.815
2026-06-01,IEK,м,28,weekly_ewma,108,108,44622.0,31764.036,55.146,-28.815,41.98,13.165,39.815
2026-06-01,IEK,м,28,robust_ewma,108,108,44622.0,24773.593,61.5,-44.481,52.991,8.509,39.815
2026-06-01,IEK,м,28,seasonal364,108,108,44622.0,51149.0,58.946,14.627,22.159,36.787,39.815
2026-06-01,IEK,м,28,seasonal_blend,108,108,44622.0,38853.14,47.611,-12.928,30.27,17.341,39.815
2026-06-01,IEK,м,28,selected_2025,108,108,44622.0,24773.593,61.5,-44.481,52.991,8.509,39.815
2026-06-01,IEK,упак,28,sultan_mean59,70,70,3371.0,2153.627,56.093,-36.113,46.103,9.99,38.571
2026-06-01,IEK,упак,28,mean28,70,70,3371.0,2074.0,61.673,-38.475,50.074,11.599,38.571
2026-06-01,IEK,упак,28,weekly_ewma,70,70,3371.0,2197.819,61.177,-34.802,47.99,13.187,38.571
2026-06-01,IEK,упак,28,robust_ewma,70,70,3371.0,1959.54,59.827,-41.871,50.849,8.978,38.571
2026-06-01,IEK,упак,28,seasonal364,70,70,3371.0,4292.0,54.316,27.321,13.497,40.819,38.571
2026-06-01,IEK,упак,28,seasonal_blend,70,70,3371.0,2551.634,51.949,-24.306,38.128,13.821,38.571
2026-06-01,IEK,упак,28,selected_2025,70,70,3371.0,1959.54,59.827,-41.871,50.849,8.978,38.571
2026-07-01,IEK,шт,7,sultan_mean59,1850,1850,25917.0,28144.153,78.67,8.593,35.038,43.632,71.405
2026-07-01,IEK,шт,7,mean28,1850,1850,25917.0,30229.25,85.028,16.639,34.195,50.833,71.405
2026-07-01,IEK,шт,7,weekly_ewma,1850,1850,25917.0,28729.769,81.125,10.853,35.136,45.989,71.405
2026-07-01,IEK,шт,7,robust_ewma,1850,1850,25917.0,25912.669,77.465,-0.017,38.741,38.724,71.405
2026-07-01,IEK,шт,7,seasonal364,1850,1850,25917.0,22779.0,79.037,-12.108,45.572,33.465,71.405
2026-07-01,IEK,шт,7,seasonal_blend,1850,1850,25917.0,25575.735,77.246,-1.317,39.281,37.965,71.405
2026-07-01,IEK,шт,7,selected_2025,1850,1850,25917.0,25912.669,77.465,-0.017,38.741,38.724,71.405
2026-07-01,IEK,м,7,sultan_mean59,108,108,6631.0,9224.814,92.614,39.116,26.749,65.865,61.111
2026-07-01,IEK,м,7,mean28,108,108,6631.0,10804.25,119.292,62.935,28.178,91.114,61.111
2026-07-01,IEK,м,7,weekly_ewma,108,108,6631.0,9805.533,102.68,47.874,27.403,75.277,61.111
2026-07-01,IEK,м,7,robust_ewma,108,108,6631.0,8862.416,94.662,33.651,30.505,64.157,61.111
2026-07-01,IEK,м,7,seasonal364,108,108,6631.0,8821.0,120.887,33.027,43.93,76.957,61.111
2026-07-01,IEK,м,7,seasonal_blend,108,108,6631.0,8687.673,100.243,31.016,34.613,65.629,61.111
2026-07-01,IEK,м,7,selected_2025,108,108,6631.0,8862.416,94.662,33.651,30.505,64.157,61.111
2026-07-01,IEK,упак,7,sultan_mean59,70,70,781.0,684.695,56.329,-12.331,34.33,21.999,61.429
2026-07-01,IEK,упак,7,mean28,70,70,781.0,867.75,61.428,11.108,25.16,36.268,61.429
2026-07-01,IEK,упак,7,weekly_ewma,70,70,781.0,805.776,57.621,3.172,27.225,30.397,61.429
2026-07-01,IEK,упак,7,robust_ewma,70,70,781.0,694.37,51.761,-11.092,31.426,20.334,61.429
2026-07-01,IEK,упак,7,seasonal364,70,70,781.0,668.0,65.429,-14.469,39.949,25.48,61.429
2026-07-01,IEK,упак,7,seasonal_blend,70,70,781.0,670.842,61.835,-14.105,37.97,23.865,61.429
2026-07-01,IEK,упак,7,selected_2025,70,70,781.0,684.695,56.329,-12.331,34.33,21.999,61.429
2026-07-01,IEK,шт,28,sultan_mean59,1850,1850,134899.0,112576.61,34.687,-16.547,25.617,9.07,49.892
2026-07-01,IEK,шт,28,mean28,1850,1850,134899.0,120917.0,36.251,-10.365,23.308,12.943,49.892
2026-07-01,IEK,шт,28,weekly_ewma,1850,1850,134899.0,114919.076,35.718,-14.811,25.264,10.453,49.892
2026-07-01,IEK,шт,28,robust_ewma,1850,1850,134899.0,103650.676,36.255,-23.164,29.709,6.545,49.892
2026-07-01,IEK,шт,28,seasonal364,1850,1850,134899.0,130538.0,37.203,-3.233,20.218,16.985,49.892
2026-07-01,IEK,шт,28,seasonal_blend,1850,1850,134899.0,124860.398,35.606,-7.442,21.524,14.082,49.892
2026-07-01,IEK,шт,28,selected_2025,1850,1850,134899.0,103650.676,36.255,-23.164,29.709,6.545,49.892
2026-07-01,IEK,м,28,sultan_mean59,108,108,49419.0,36899.254,48.36,-25.334,36.847,11.513,37.963
2026-07-01,IEK,м,28,mean28,108,108,49419.0,43217.0,58.423,-12.55,35.486,22.937,37.963
2026-07-01,IEK,м,28,weekly_ewma,108,108,49419.0,39222.133,47.382,-20.633,34.008,13.374,37.963
2026-07-01,IEK,м,28,robust_ewma,108,108,49419.0,35449.665,43.941,-28.267,36.104,7.837,37.963
2026-07-01,IEK,м,28,seasonal364,108,108,49419.0,61215.0,92.895,23.869,34.513,58.382,37.963
2026-07-01,IEK,м,28,seasonal_blend,108,108,49419.0,47585.036,55.07,-3.711,29.391,25.679,37.963
2026-07-01,IEK,м,28,selected_2025,108,108,49419.0,35449.665,43.941,-28.267,36.104,7.837,37.963
2026-07-01,IEK,упак,28,sultan_mean59,70,70,3389.0,2738.78,40.804,-19.186,29.995,10.809,44.286
2026-07-01,IEK,упак,28,mean28,70,70,3389.0,3471.0,30.806,2.42,14.193,16.613,44.286
2026-07-01,IEK,упак,28,weekly_ewma,70,70,3389.0,3223.103,33.363,-4.895,19.129,14.234,44.286
2026-07-01,IEK,упак,28,robust_ewma,70,70,3389.0,2777.482,31.669,-18.044,24.857,6.812,44.286
2026-07-01,IEK,упак,28,seasonal364,70,70,3389.0,3186.0,31.425,-5.99,18.708,12.718,44.286
2026-07-01,IEK,упак,28,seasonal_blend,70,70,3389.0,2804.481,40.816,-17.248,29.032,11.784,44.286
2026-07-01,IEK,упак,28,selected_2025,70,70,3389.0,2777.482,31.669,-18.044,24.857,6.812,44.286
2026-08-01,IEK,шт,7,sultan_mean59,1866,1866,32862.0,32617.627,41.039,-0.744,20.892,20.148,73.312
2026-08-01,IEK,шт,7,mean28,1866,1866,32862.0,34042.5,48.214,3.592,22.311,25.903,73.312
2026-08-01,IEK,шт,7,weekly_ewma,1866,1866,32862.0,33953.26,43.741,3.321,20.21,23.531,73.312
2026-08-01,IEK,шт,7,robust_ewma,1866,1866,32862.0,30710.336,40.311,-6.548,23.429,16.882,73.312
2026-08-01,IEK,шт,7,seasonal364,1866,1866,32862.0,42632.0,67.099,29.73,18.684,48.415,73.312
2026-08-01,IEK,шт,7,seasonal_blend,1866,1866,32862.0,37389.901,51.856,13.779,19.039,32.817,73.312
2026-08-01,IEK,шт,7,selected_2025,1866,1866,32862.0,30710.336,40.311,-6.548,23.429,16.882,73.312
2026-08-01,IEK,м,7,sultan_mean59,109,109,10662.0,12927.102,90.086,21.245,34.421,55.665,60.55
2026-08-01,IEK,м,7,mean28,109,109,10662.0,15455.75,110.746,44.961,32.893,77.854,60.55
2026-08-01,IEK,м,7,weekly_ewma,109,109,10662.0,15842.575,111.334,48.589,31.372,79.961,60.55
2026-08-01,IEK,м,7,robust_ewma,109,109,10662.0,11880.641,89.182,11.43,38.876,50.306,60.55
2026-08-01,IEK,м,7,seasonal364,109,109,10662.0,13105.0,123.157,22.913,50.122,73.035,60.55
2026-08-01,IEK,м,7,seasonal_blend,109,109,10662.0,14447.425,106.769,35.504,35.633,71.136,60.55
2026-08-01,IEK,м,7,selected_2025,109,109,10662.0,11880.641,89.182,11.43,38.876,50.306,60.55
2026-08-01,IEK,упак,7,sultan_mean59,71,71,916.0,890.898,50.257,-2.74,26.499,23.758,70.423
2026-08-01,IEK,упак,7,mean28,71,71,916.0,873.75,52.265,-4.612,28.439,23.826,70.423
2026-08-01,IEK,упак,7,weekly_ewma,71,71,916.0,931.826,54.397,1.728,26.335,28.062,70.423
2026-08-01,IEK,упак,7,robust_ewma,71,71,916.0,849.599,50.712,-7.249,28.98,21.731,70.423
2026-08-01,IEK,упак,7,seasonal364,71,71,916.0,1154.0,77.074,25.983,25.546,51.528,70.423
2026-08-01,IEK,упак,7,seasonal_blend,71,71,916.0,1045.539,59.588,14.142,22.723,36.865,70.423
2026-08-01,IEK,упак,7,selected_2025,71,71,916.0,890.898,50.257,-2.74,26.499,23.758,70.423
2026-08-01,IEK,шт,28,sultan_mean59,1866,1866,140383.0,130470.508,31.656,-7.061,19.358,12.297,49.411
2026-08-01,IEK,шт,28,mean28,1866,1866,140383.0,136170.0,37.988,-3.001,20.495,17.494,49.411
2026-08-01,IEK,шт,28,weekly_ewma,1866,1866,140383.0,135813.041,35.205,-3.255,19.23,15.975,49.411
2026-08-01,IEK,шт,28,robust_ewma,1866,1866,140383.0,122841.343,33.065,-12.496,22.78,10.285,49.411
2026-08-01,IEK,шт,28,seasonal364,1866,1866,140383.0,147746.0,47.464,5.245,21.109,26.354,49.411
2026-08-01,IEK,шт,28,seasonal_blend,1866,1866,140383.0,140182.318,38.446,-0.143,19.295,19.152,49.411
2026-08-01,IEK,шт,28,selected_2025,1866,1866,140383.0,122841.343,33.065,-12.496,22.78,10.285,49.411
2026-08-01,IEK,м,28,sultan_mean59,109,109,45662.0,51708.407,71.918,13.242,29.338,42.58,44.037
2026-08-01,IEK,м,28,mean28,109,109,45662.0,61823.0,96.573,35.393,30.59,65.983,44.037
2026-08-01,IEK,м,28,weekly_ewma,109,109,45662.0,63370.3,94.394,38.781,27.807,66.588,44.037
2026-08-01,IEK,м,28,robust_ewma,109,109,45662.0,47522.563,74.976,4.075,35.451,39.525,44.037
2026-08-01,IEK,м,28,seasonal364,109,109,45662.0,57611.0,80.664,26.168,27.248,53.416,44.037
2026-08-01,IEK,м,28,seasonal_blend,109,109,45662.0,60455.372,80.247,32.398,23.925,56.322,44.037
2026-08-01,IEK,м,28,selected_2025,109,109,45662.0,47522.563,74.976,4.075,35.451,39.525,44.037
2026-08-01,IEK,упак,28,sultan_mean59,71,71,3667.0,3563.593,24.072,-2.82,13.446,10.626,32.394
2026-08-01,IEK,упак,28,mean28,71,71,3667.0,3495.0,27.434,-4.69,16.062,11.372,32.394
2026-08-01,IEK,упак,28,weekly_ewma,71,71,3667.0,3727.302,25.488,1.644,11.922,13.566,32.394
2026-08-01,IEK,упак,28,robust_ewma,71,71,3667.0,3398.396,21.009,-7.325,14.167,6.842,32.394
2026-08-01,IEK,упак,28,seasonal364,71,71,3667.0,3334.0,29.425,-9.081,19.253,10.172,32.394
2026-08-01,IEK,упак,28,seasonal_blend,71,71,3667.0,3510.013,21.187,-4.281,12.734,8.453,32.394
2026-08-01,IEK,упак,28,selected_2025,71,71,3667.0,3398.396,21.009,-7.325,14.167,6.842,32.394
2025-07-01,Systeme electric,шт,7,sultan_mean59,472,472,67644.0,63275.966,62.901,-6.457,34.679,28.222,57.415
2025-07-01,Systeme electric,шт,7,mean28,472,472,67644.0,52743.0,77.205,-22.029,49.617,27.588,57.415
2025-07-01,Systeme electric,шт,7,weekly_ewma,472,472,67644.0,57672.834,74.173,-14.741,44.457,29.716,57.415
2025-07-01,Systeme electric,шт,7,robust_ewma,472,472,67644.0,49762.811,73.655,-26.434,50.044,23.61,57.415
2025-07-01,Systeme electric,шт,7,seasonal364,472,472,67644.0,57672.834,74.173,-14.741,44.457,29.716,57.415
2025-07-01,Systeme electric,шт,7,seasonal_blend,472,472,67644.0,57672.834,74.173,-14.741,44.457,29.716,57.415
2025-07-01,Systeme electric,шт,7,selected_2025,472,472,67644.0,49762.811,73.655,-26.434,50.044,23.61,57.415
2025-07-01,Systeme electric,шт,28,sultan_mean59,472,472,426185.0,253103.864,60.294,-40.612,50.453,9.841,32.839
2025-07-01,Systeme electric,шт,28,mean28,472,472,426185.0,210972.0,72.768,-50.498,61.633,11.135,32.839
2025-07-01,Systeme electric,шт,28,weekly_ewma,472,472,426185.0,230691.336,69.0,-45.871,57.435,11.565,32.839
2025-07-01,Systeme electric,шт,28,robust_ewma,472,472,426185.0,199051.244,70.541,-53.295,61.918,8.623,32.839
2025-07-01,Systeme electric,шт,28,seasonal364,472,472,426185.0,230691.336,69.0,-45.871,57.435,11.565,32.839
2025-07-01,Systeme electric,шт,28,seasonal_blend,472,472,426185.0,230691.336,69.0,-45.871,57.435,11.565,32.839
2025-07-01,Systeme electric,шт,28,selected_2025,472,472,426185.0,199051.244,70.541,-53.295,61.918,8.623,32.839
2025-08-01,Systeme electric,шт,7,sultan_mean59,485,485,255797.0,85594.102,71.268,-66.538,68.903,2.365,54.639
2025-08-01,Systeme electric,шт,7,mean28,485,485,255797.0,112826.25,65.448,-55.892,60.67,4.778,54.639
2025-08-01,Systeme electric,шт,7,weekly_ewma,485,485,255797.0,96112.98,71.022,-62.426,66.724,4.298,54.639
2025-08-01,Systeme electric,шт,7,robust_ewma,485,485,255797.0,68112.934,77.26,-73.372,75.316,1.944,54.639
2025-08-01,Systeme electric,шт,7,seasonal364,485,485,255797.0,96112.98,71.022,-62.426,66.724,4.298,54.639
2025-08-01,Systeme electric,шт,7,seasonal_blend,485,485,255797.0,96112.98,71.022,-62.426,66.724,4.298,54.639
2025-08-01,Systeme electric,шт,7,selected_2025,485,485,255797.0,68112.934,77.26,-73.372,75.316,1.944,54.639
2025-08-01,Systeme electric,шт,28,sultan_mean59,485,485,609102.0,342376.407,56.542,-43.79,50.166,6.376,28.66
2025-08-01,Systeme electric,шт,28,mean28,485,485,609102.0,451305.0,45.523,-25.906,35.715,9.808,28.66
2025-08-01,Systeme electric,шт,28,weekly_ewma,485,485,609102.0,384451.921,57.402,-36.882,47.142,10.26,28.66
2025-08-01,Systeme electric,шт,28,robust_ewma,485,485,609102.0,272451.735,62.006,-55.27,58.638,3.368,28.66
2025-08-01,Systeme electric,шт,28,seasonal364,485,485,609102.0,384451.921,57.402,-36.882,47.142,10.26,28.66
2025-08-01,Systeme electric,шт,28,seasonal_blend,485,485,609102.0,384451.921,57.402,-36.882,47.142,10.26,28.66
2025-08-01,Systeme electric,шт,28,selected_2025,485,485,609102.0,272451.735,62.006,-55.27,58.638,3.368,28.66
2025-09-01,Systeme electric,шт,7,sultan_mean59,500,500,27911.0,131935.881,385.443,372.702,6.371,379.073,59.4
2025-09-01,Systeme electric,шт,7,mean28,500,500,27911.0,163267.25,494.005,484.957,4.524,489.481,59.4
2025-09-01,Systeme electric,шт,7,weekly_ewma,500,500,27911.0,151985.661,456.895,444.537,6.179,450.716,59.4
2025-09-01,Systeme electric,шт,7,robust_ewma,500,500,27911.0,97109.117,266.618,247.924,9.347,257.271,59.4
2025-09-01,Systeme electric,шт,7,seasonal364,500,500,27911.0,151985.661,456.895,444.537,6.179,450.716,59.4
2025-09-01,Systeme electric,шт,7,seasonal_blend,500,500,27911.0,151985.661,456.895,444.537,6.179,450.716,59.4
2025-09-01,Systeme electric,шт,7,selected_2025,500,500,27911.0,97109.117,266.618,247.924,9.347,257.271,59.4
2025-09-01,Systeme electric,шт,28,sultan_mean59,500,500,234315.0,527743.525,135.888,125.228,5.33,130.558,32.0
2025-09-01,Systeme electric,шт,28,mean28,500,500,234315.0,653069.0,187.0,178.714,4.143,182.857,32.0
2025-09-01,Systeme electric,шт,28,weekly_ewma,500,500,234315.0,607942.644,171.179,159.455,5.862,165.317,32.0
2025-09-01,Systeme electric,шт,28,robust_ewma,500,500,234315.0,388436.466,88.93,65.775,11.577,77.352,32.0
2025-09-01,Systeme electric,шт,28,seasonal364,500,500,234315.0,607942.644,171.179,159.455,5.862,165.317,32.0
2025-09-01,Systeme electric,шт,28,seasonal_blend,500,500,234315.0,607942.644,171.179,159.455,5.862,165.317,32.0
2025-09-01,Systeme electric,шт,28,selected_2025,500,500,234315.0,388436.466,88.93,65.775,11.577,77.352,32.0
2025-10-01,Systeme electric,шт,7,sultan_mean59,514,514,38256.0,107098.102,206.283,179.951,13.166,193.117,59.728
2025-10-01,Systeme electric,шт,7,mean28,514,514,38256.0,60635.25,93.138,58.499,17.32,75.818,59.728
