phase,supplier,unit,horizon,segment,model,n,sku_count,actual_qty,predicted_qty,wape_pct,bias_pct,underforecast_pct,overforecast_pct,zero_actual_pct
holdout_2026,IEK,м,7,no_ambiguous_rows_sensitivity,weekly_ewma,849,108,53748.0,59612.229,107.191,10.911,48.14,59.051,64.075
holdout_2026,IEK,м,7,no_ambiguous_rows_sensitivity,robust_ewma,849,108,53748.0,45926.969,96.443,-14.551,55.497,40.946,64.075
holdout_2026,IEK,м,7,no_ambiguous_rows_sensitivity,seasonal364,849,108,53748.0,67936.0,117.147,26.397,45.375,71.772,64.075
holdout_2026,IEK,м,7,no_ambiguous_rows_sensitivity,seasonal_blend,849,108,53748.0,59961.241,101.731,11.56,45.085,56.645,64.075
holdout_2026,IEK,м,7,no_ambiguous_rows_sensitivity,selected_2025,849,108,53748.0,45926.969,96.443,-14.551,55.497,40.946,64.075
holdout_2026,IEK,упак,7,all,sultan_mean59,547,71,4837.0,5496.068,81.969,13.626,34.172,47.798,69.287
holdout_2026,IEK,упак,7,all,mean28,547,71,4837.0,5423.75,83.838,12.13,35.854,47.984,69.287
holdout_2026,IEK,упак,7,all,weekly_ewma,547,71,4837.0,5481.394,82.824,13.322,34.751,48.073,69.287
holdout_2026,IEK,упак,7,all,robust_ewma,547,71,4837.0,4651.402,73.341,-3.837,38.589,34.752,69.287
holdout_2026,IEK,упак,7,all,seasonal364,547,71,4837.0,6049.0,106.43,25.057,40.686,65.743,69.287
holdout_2026,IEK,упак,7,all,seasonal_blend,547,71,4837.0,5450.012,89.602,12.673,38.464,51.138,69.287
holdout_2026,IEK,упак,7,all,selected_2025,547,71,4837.0,5496.068,81.969,13.626,34.172,47.798,69.287
holdout_2026,IEK,упак,7,intermittent,sultan_mean59,370,60,147.0,232.424,201.776,58.111,71.832,129.944,85.405
holdout_2026,IEK,упак,7,intermittent,mean28,370,60,147.0,247.75,228.401,68.537,79.932,148.469,85.405
holdout_2026,IEK,упак,7,intermittent,weekly_ewma,370,60,147.0,254.511,222.858,73.137,74.861,147.998,85.405
holdout_2026,IEK,упак,7,intermittent,robust_ewma,370,60,147.0,219.694,200.546,49.452,75.547,124.999,85.405
holdout_2026,IEK,упак,7,intermittent,seasonal364,370,60,147.0,736.0,572.109,400.68,85.714,486.395,85.405
holdout_2026,IEK,упак,7,intermittent,seasonal_blend,370,60,147.0,236.163,215.042,60.655,77.194,137.849,85.405
holdout_2026,IEK,упак,7,intermittent,selected_2025,370,60,147.0,232.424,201.776,58.111,71.832,129.944,85.405
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,sultan_mean59,539,70,4174.0,4847.797,87.72,16.143,35.789,51.931,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,mean28,539,70,4174.0,4748.75,88.47,13.77,37.35,51.12,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,weekly_ewma,539,70,4174.0,4829.641,87.863,15.708,36.078,51.786,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,robust_ewma,539,70,4174.0,4048.507,77.425,-3.007,40.216,37.209,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,seasonal364,539,70,4174.0,5561.0,116.028,33.23,41.399,74.629,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,seasonal_blend,539,70,4174.0,4861.145,94.796,16.463,39.167,55.629,70.315
holdout_2026,IEK,упак,7,no_ambiguous_rows_sensitivity,selected_2025,539,70,4174.0,4847.797,87.72,16.143,35.789,51.931,70.315
holdout_2026,IEK,м,7,intermittent,sultan_mean59,516,82,7803.0,3782.373,136.07,-51.527,93.799,42.272,86.822
holdout_2026,IEK,м,7,intermittent,mean28,516,82,7803.0,3115.5,128.194,-60.073,94.134,34.061,86.822
holdout_2026,IEK,м,7,intermittent,weekly_ewma,516,82,7803.0,3074.19,126.828,-60.602,93.715,33.113,86.822
holdout_2026,IEK,м,7,intermittent,robust_ewma,516,82,7803.0,2689.393,122.671,-65.534,94.102,28.569,86.822
holdout_2026,IEK,м,7,intermittent,seasonal364,516,82,7803.0,11480.0,213.008,47.123,82.942,130.065,86.822
holdout_2026,IEK,м,7,intermittent,seasonal_blend,516,82,7803.0,4546.452,137.423,-41.735,89.579,47.844,86.822
holdout_2026,IEK,м,7,intermittent,selected_2025,516,82,7803.0,2689.393,122.671,-65.534,94.102,28.569,86.822
holdout_2026,IEK,упак,7,regular,sultan_mean59,177,36,4690.0,5263.644,78.214,12.231,32.992,45.223,35.593
holdout_2026,IEK,упак,7,regular,mean28,177,36,4690.0,5176.0,79.307,10.362,34.472,44.835,35.593
holdout_2026,IEK,упак,7,regular,weekly_ewma,177,36,4690.0,5226.883,78.435,11.447,33.494,44.941,35.593
holdout_2026,IEK,упак,7,regular,robust_ewma,177,36,4690.0,4431.708,69.354,-5.507,37.43,31.923,35.593
holdout_2026,IEK,упак,7,regular,seasonal364,177,36,4690.0,5313.0,91.834,13.284,39.275,52.559,35.593
holdout_2026,IEK,упак,7,regular,seasonal_blend,177,36,4690.0,5213.849,85.67,11.169,37.25,48.42,35.593
holdout_2026,IEK,упак,7,regular,selected_2025,177,36,4690.0,5263.644,78.214,12.231,32.992,45.223,35.593
holdout_2026,IEK,шт,28,all,sultan_mean59,14288,1866,878221.0,877723.593,42.344,-0.057,21.2,21.144,50.756
holdout_2026,IEK,шт,28,all,mean28,14288,1866,878221.0,888653.0,46.652,1.188,22.732,23.92,50.756
holdout_2026,IEK,шт,28,all,weekly_ewma,14288,1866,878221.0,883437.921,43.118,0.594,21.262,21.856,50.756
holdout_2026,IEK,шт,28,all,robust_ewma,14288,1866,878221.0,786571.819,40.245,-10.436,25.341,14.905,50.756
holdout_2026,IEK,шт,28,all,seasonal364,14288,1866,878221.0,1134745.0,75.535,29.21,23.163,52.372,50.756
holdout_2026,IEK,шт,28,all,seasonal_blend,14288,1866,878221.0,1027807.622,57.38,17.033,20.174,37.206,50.756
holdout_2026,IEK,шт,28,all,selected_2025,14288,1866,878221.0,786571.819,40.245,-10.436,25.341,14.905,50.756
holdout_2026,IEK,шт,28,intermittent,sultan_mean59,10571,1603,40213.0,36744.068,120.983,-8.626,64.805,56.178,66.313
holdout_2026,IEK,шт,28,intermittent,mean28,10571,1603,40213.0,33072.0,129.001,-17.758,73.379,55.621,66.313
holdout_2026,IEK,шт,28,intermittent,weekly_ewma,10571,1603,40213.0,34918.118,123.335,-13.167,68.251,55.084,66.313
holdout_2026,IEK,шт,28,intermittent,robust_ewma,10571,1603,40213.0,30941.767,119.418,-23.055,71.237,48.181,66.313
holdout_2026,IEK,шт,28,intermittent,seasonal364,10571,1603,40213.0,269967.0,696.824,571.343,62.741,634.084,66.313
holdout_2026,IEK,шт,28,intermittent,seasonal_blend,10571,1603,40213.0,145988.43,393.264,263.038,65.113,328.151,66.313
holdout_2026,IEK,шт,28,intermittent,selected_2025,10571,1603,40213.0,30941.767,119.418,-23.055,71.237,48.181,66.313
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,sultan_mean59,14096,1842,739431.0,733319.525,45.645,-0.827,23.236,22.409,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,mean28,14096,1842,739431.0,741487.0,50.345,0.278,25.033,25.311,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,weekly_ewma,14096,1842,739431.0,733841.185,46.353,-0.756,23.555,22.799,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,robust_ewma,14096,1842,739431.0,644536.826,43.072,-12.833,27.953,15.119,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,seasonal364,14096,1842,739431.0,998655.0,83.895,35.057,24.419,59.476,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,seasonal_blend,14096,1842,739431.0,872641.312,62.734,18.015,22.359,40.375,51.39
holdout_2026,IEK,шт,28,no_ambiguous_rows_sensitivity,selected_2025,14096,1842,739431.0,644536.826,43.072,-12.833,27.953,15.119,51.39
holdout_2026,IEK,шт,28,regular,sultan_mean59,3717,745,838008.0,840979.525,38.57,0.355,19.108,19.462,6.511
holdout_2026,IEK,шт,28,regular,mean28,3717,745,838008.0,855581.0,42.701,2.097,20.302,22.399,6.511
holdout_2026,IEK,шт,28,regular,weekly_ewma,3717,745,838008.0,848519.804,39.268,1.254,19.007,20.261,6.511
holdout_2026,IEK,шт,28,regular,robust_ewma,3717,745,838008.0,755630.052,36.446,-9.83,23.138,13.308,6.511
holdout_2026,IEK,шт,28,regular,seasonal364,3717,745,838008.0,864778.0,45.722,3.194,21.264,24.458,6.511
holdout_2026,IEK,шт,28,regular,seasonal_blend,3717,745,838008.0,881819.192,41.262,5.228,18.017,23.245,6.511
holdout_2026,IEK,шт,28,regular,selected_2025,3717,745,838008.0,755630.052,36.446,-9.83,23.138,13.308,6.511
holdout_2026,IEK,м,28,all,sultan_mean59,857,109,263396.0,254111.39,65.991,-3.525,34.758,31.233,38.74
holdout_2026,IEK,м,28,all,mean28,857,109,263396.0,269640.0,76.429,2.371,37.029,39.4,38.74
holdout_2026,IEK,м,28,all,weekly_ewma,857,109,263396.0,264672.17,70.07,0.485,34.793,35.277,38.74
holdout_2026,IEK,м,28,all,robust_ewma,857,109,263396.0,203548.366,64.977,-22.722,43.849,21.128,38.74
holdout_2026,IEK,м,28,all,seasonal364,857,109,263396.0,348126.0,92.343,32.168,30.087,62.256,38.74
holdout_2026,IEK,м,28,all,seasonal_blend,857,109,263396.0,293177.003,71.987,11.307,30.34,41.647,38.74
holdout_2026,IEK,м,28,all,selected_2025,857,109,263396.0,203548.366,64.977,-22.722,43.849,21.128,38.74
holdout_2026,IEK,м,28,regular,sultan_mean59,341,60,243938.0,238981.898,62.28,-2.032,32.156,30.124,4.692
holdout_2026,IEK,м,28,regular,mean28,341,60,243938.0,257178.0,72.061,5.428,33.317,38.744,4.692
holdout_2026,IEK,м,28,regular,weekly_ewma,341,60,243938.0,252375.411,66.177,3.459,31.359,34.818,4.692
holdout_2026,IEK,м,28,regular,robust_ewma,341,60,243938.0,192790.793,61.155,-20.967,41.061,20.094,4.692
holdout_2026,IEK,м,28,regular,seasonal364,341,60,243938.0,288806.0,76.162,18.393,28.884,47.278,4.692
holdout_2026,IEK,м,28,regular,seasonal_blend,341,60,243938.0,272383.464,66.494,11.661,27.417,39.077,4.692
holdout_2026,IEK,м,28,regular,selected_2025,341,60,243938.0,192790.793,61.155,-20.967,41.061,20.094,4.692
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,sultan_mean59,849,108,237164.0,228933.695,64.081,-3.47,33.776,30.305,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,mean28,849,108,237164.0,243765.0,76.269,2.783,36.743,39.526,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,weekly_ewma,849,108,237164.0,238448.915,69.441,0.542,34.45,34.992,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,robust_ewma,849,108,237164.0,183707.876,64.954,-22.54,43.747,21.207,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,seasonal364,849,108,237164.0,328005.0,97.805,38.303,29.751,68.054,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,seasonal_blend,849,108,237164.0,266317.308,72.141,12.292,29.924,42.217,39.105
holdout_2026,IEK,м,28,no_ambiguous_rows_sensitivity,selected_2025,849,108,237164.0,183707.876,64.954,-22.54,43.747,21.207,39.105
holdout_2026,IEK,упак,28,all,sultan_mean59,547,71,21205.0,21984.271,51.204,3.675,23.764,27.439,41.865
holdout_2026,IEK,упак,28,all,mean28,547,71,21205.0,21695.0,53.723,2.311,25.706,28.017,41.865
holdout_2026,IEK,упак,28,all,weekly_ewma,547,71,21205.0,21925.575,51.301,3.398,23.951,27.349,41.865
holdout_2026,IEK,упак,28,all,robust_ewma,547,71,21205.0,18605.609,42.567,-12.258,27.413,15.154,41.865
holdout_2026,IEK,упак,28,all,seasonal364,547,71,21205.0,27497.0,70.182,29.672,20.255,49.927,41.865
holdout_2026,IEK,упак,28,all,seasonal_blend,547,71,21205.0,23460.381,59.36,10.636,24.362,34.998,41.865
holdout_2026,IEK,упак,28,all,selected_2025,547,71,21205.0,18605.609,42.567,-12.258,27.413,15.154,41.865
holdout_2026,IEK,упак,28,intermittent,sultan_mean59,370,60,996.0,929.695,122.32,-6.657,64.488,57.831,58.378
holdout_2026,IEK,упак,28,intermittent,mean28,370,60,996.0,991.0,146.084,-0.502,73.293,72.791,58.378
holdout_2026,IEK,упак,28,intermittent,weekly_ewma,370,60,996.0,1018.045,134.606,2.213,66.197,68.41,58.378
holdout_2026,IEK,упак,28,intermittent,robust_ewma,370,60,996.0,878.776,122.556,-11.77,67.163,55.393,58.378
holdout_2026,IEK,упак,28,intermittent,seasonal364,370,60,996.0,2264.0,240.562,127.309,56.627,183.936,58.378
holdout_2026,IEK,упак,28,intermittent,seasonal_blend,370,60,996.0,1127.913,130.586,13.244,58.671,71.915,58.378
holdout_2026,IEK,упак,28,intermittent,selected_2025,370,60,996.0,878.776,122.556,-11.77,67.163,55.393,58.378
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,sultan_mean59,539,70,18586.0,19391.186,53.099,4.332,24.383,28.716,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,mean28,539,70,18586.0,18995.0,54.186,2.201,25.993,28.193,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,weekly_ewma,539,70,18586.0,19318.565,52.451,3.941,24.255,28.196,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,robust_ewma,539,70,18586.0,16194.028,42.982,-12.87,27.926,15.056,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,seasonal364,539,70,18586.0,24847.0,74.761,33.687,20.537,54.224,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,seasonal_blend,539,70,18586.0,20840.149,61.735,12.128,24.803,36.932,42.486
holdout_2026,IEK,упак,28,no_ambiguous_rows_sensitivity,selected_2025,539,70,18586.0,16194.028,42.982,-12.87,27.926,15.056,42.486
holdout_2026,IEK,м,28,intermittent,sultan_mean59,516,82,19458.0,15129.492,112.525,-22.245,67.385,45.14,61.24
holdout_2026,IEK,м,28,intermittent,mean28,516,82,19458.0,12462.0,131.195,-35.954,83.575,47.621,61.24
holdout_2026,IEK,м,28,intermittent,weekly_ewma,516,82,19458.0,12296.759,118.881,-36.804,77.842,41.038,61.24
holdout_2026,IEK,м,28,intermittent,robust_ewma,516,82,19458.0,10757.572,112.888,-44.714,78.801,34.087,61.24
holdout_2026,IEK,м,28,intermittent,seasonal364,516,82,19458.0,59320.0,295.2,204.862,45.169,250.031,61.24
holdout_2026,IEK,м,28,intermittent,seasonal_blend,516,82,19458.0,20793.539,140.849,6.864,66.993,73.856,61.24
holdout_2026,IEK,м,28,intermittent,selected_2025,516,82,19458.0,10757.572,112.888,-44.714,78.801,34.087,61.24
holdout_2026,IEK,упак,28,regular,sultan_mean59,177,36,20209.0,21054.576,47.699,4.184,21.757,25.941,7.345
holdout_2026,IEK,упак,28,regular,mean28,177,36,20209.0,20704.0,49.171,2.449,23.361,25.81,7.345
holdout_2026,IEK,упак,28,regular,weekly_ewma,177,36,20209.0,20907.531,47.195,3.457,21.869,25.326,7.345
holdout_2026,IEK,упак,28,regular,robust_ewma,177,36,20209.0,17726.833,38.624,-12.282,25.453,13.171,7.345
holdout_2026,IEK,упак,28,regular,seasonal364,177,36,20209.0,25233.0,61.784,24.86,18.462,43.322,7.345
holdout_2026,IEK,упак,28,regular,seasonal_blend,177,36,20209.0,22332.468,55.849,10.508,22.671,33.178,7.345
holdout_2026,IEK,упак,28,regular,selected_2025,177,36,20209.0,17726.833,38.624,-12.282,25.453,13.171,7.345
validation_2025,Systeme electric,шт,7,all,sultan_mean59,3037,536,471531.0,504627.034,100.678,7.019,46.829,53.848,58.808
validation_2025,Systeme electric,шт,7,all,mean28,3037,536,471531.0,525153.75,101.483,11.372,45.056,56.428,58.808
validation_2025,Systeme electric,шт,7,all,weekly_ewma,3037,536,471531.0,527682.943,106.055,11.908,47.073,58.982,58.808
validation_2025,Systeme electric,шт,7,all,robust_ewma,3037,536,471531.0,366746.587,84.782,-22.222,53.502,31.28,58.808
validation_2025,Systeme electric,шт,7,all,seasonal364,3037,536,471531.0,527682.943,106.055,11.908,47.073,58.982,58.808
validation_2025,Systeme electric,шт,7,all,seasonal_blend,3037,536,471531.0,527682.943,106.055,11.908,47.073,58.982,58.808
validation_2025,Systeme electric,шт,7,all,selected_2025,3037,536,471531.0,366746.587,84.782,-22.222,53.502,31.28,58.808
validation_2025,Systeme electric,шт,7,regular,sultan_mean59,1314,292,462944.0,490552.763,98.434,5.964,46.235,52.199,24.201
validation_2025,Systeme electric,шт,7,regular,mean28,1314,292,462944.0,509611.75,99.002,10.081,44.461,54.541,24.201
validation_2025,Systeme electric,шт,7,regular,weekly_ewma,1314,292,462944.0,510643.138,103.358,10.303,46.527,56.831,24.201
validation_2025,Systeme electric,шт,7,regular,robust_ewma,1314,292,462944.0,350761.056,81.877,-24.233,53.055,28.822,24.201
validation_2025,Systeme electric,шт,7,regular,seasonal364,1314,292,462944.0,510643.138,103.358,10.303,46.527,56.831,24.201
validation_2025,Systeme electric,шт,7,regular,seasonal_blend,1314,292,462944.0,510643.138,103.358,10.303,46.527,56.831,24.201
validation_2025,Systeme electric,шт,7,regular,selected_2025,1314,292,462944.0,350761.056,81.877,-24.233,53.055,28.822,24.201
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,sultan_mean59,2943,520,457126.0,487307.017,102.15,6.602,47.774,54.376,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,mean28,2943,520,457126.0,507747.5,102.641,11.074,45.784,56.857,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,weekly_ewma,2943,520,457126.0,510325.912,107.458,11.638,47.91,59.548,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,robust_ewma,2943,520,457126.0,349886.036,85.596,-23.46,54.528,31.068,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,seasonal364,2943,520,457126.0,510325.912,107.458,11.638,47.91,59.548,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,seasonal_blend,2943,520,457126.0,510325.912,107.458,11.638,47.91,59.548,59.395
validation_2025,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,selected_2025,2943,520,457126.0,349886.036,85.596,-23.46,54.528,31.068,59.395
validation_2025,Systeme electric,шт,7,intermittent,sultan_mean59,1723,376,8587.0,14074.271,221.651,63.902,78.875,142.777,85.2
validation_2025,Systeme electric,шт,7,intermittent,mean28,1723,376,8587.0,15542.0,235.274,80.995,77.14,158.134,85.2
validation_2025,Systeme electric,шт,7,intermittent,weekly_ewma,1723,376,8587.0,17039.805,251.468,98.437,76.515,174.953,85.2
validation_2025,Systeme electric,шт,7,intermittent,robust_ewma,1723,376,8587.0,15985.531,241.439,86.16,77.64,163.8,85.2
validation_2025,Systeme electric,шт,7,intermittent,seasonal364,1723,376,8587.0,17039.805,251.468,98.437,76.515,174.953,85.2
validation_2025,Systeme electric,шт,7,intermittent,seasonal_blend,1723,376,8587.0,17039.805,251.468,98.437,76.515,174.953,85.2
validation_2025,Systeme electric,шт,7,intermittent,selected_2025,1723,376,8587.0,15985.531,241.439,86.16,77.64,163.8,85.2
validation_2025,Systeme electric,шт,28,all,sultan_mean59,3037,536,2039680.0,2018508.136,74.427,-1.038,37.732,36.694,34.146
validation_2025,Systeme electric,шт,28,all,mean28,3037,536,2039680.0,2100615.0,78.618,2.987,37.815,40.803,34.146
validation_2025,Systeme electric,шт,28,all,weekly_ewma,3037,536,2039680.0,2110731.772,82.542,3.483,39.529,43.013,34.146
validation_2025,Systeme electric,шт,28,all,robust_ewma,3037,536,2039680.0,1466986.347,66.951,-28.078,47.514,19.437,34.146
validation_2025,Systeme electric,шт,28,all,seasonal364,3037,536,2039680.0,2110731.772,82.542,3.483,39.529,43.013,34.146
validation_2025,Systeme electric,шт,28,all,seasonal_blend,3037,536,2039680.0,2110731.772,82.542,3.483,39.529,43.013,34.146
validation_2025,Systeme electric,шт,28,all,selected_2025,3037,536,2039680.0,1466986.347,66.951,-28.078,47.514,19.437,34.146
validation_2025,Systeme electric,шт,28,regular,sultan_mean59,1314,292,1980839.0,1962211.051,73.874,-0.94,37.407,36.467,3.881
validation_2025,Systeme electric,шт,28,regular,mean28,1314,292,1980839.0,2038447.0,77.513,2.908,37.302,40.211,3.881
validation_2025,Systeme electric,шт,28,regular,weekly_ewma,1314,292,1980839.0,2042572.551,81.429,3.117,39.156,42.273,3.881
validation_2025,Systeme electric,шт,28,regular,robust_ewma,1314,292,1980839.0,1403044.223,65.44,-29.169,47.305,18.136,3.881
validation_2025,Systeme electric,шт,28,regular,seasonal364,1314,292,1980839.0,2042572.551,81.429,3.117,39.156,42.273,3.881
validation_2025,Systeme electric,шт,28,regular,seasonal_blend,1314,292,1980839.0,2042572.551,81.429,3.117,39.156,42.273,3.881
validation_2025,Systeme electric,шт,28,regular,selected_2025,1314,292,1980839.0,1403044.223,65.44,-29.169,47.305,18.136,3.881
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,sultan_mean59,2943,520,1973137.0,1949228.068,75.746,-1.212,38.479,37.267,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,mean28,2943,520,1973137.0,2030990.0,79.928,2.932,38.498,41.43,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,weekly_ewma,2943,520,1973137.0,2041303.649,84.051,3.455,40.298,43.753,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,robust_ewma,2943,520,1973137.0,1399544.144,67.918,-29.07,48.494,19.424,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,seasonal364,2943,520,1973137.0,2041303.649,84.051,3.455,40.298,43.753,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,seasonal_blend,2943,520,1973137.0,2041303.649,84.051,3.455,40.298,43.753,34.726
validation_2025,Systeme electric,шт,28,no_ambiguous_rows_sensitivity,selected_2025,2943,520,1973137.0,1399544.144,67.918,-29.07,48.494,19.424,34.726
validation_2025,Systeme electric,шт,28,intermittent,sultan_mean59,1723,376,58841.0,56297.085,93.048,-4.323,48.686,44.362,57.226
validation_2025,Systeme electric,шт,28,intermittent,mean28,1723,376,58841.0,62168.0,115.809,5.654,55.077,60.731,57.226
validation_2025,Systeme electric,шт,28,intermittent,weekly_ewma,1723,376,58841.0,68159.221,120.0,15.836,52.082,67.918,57.226
validation_2025,Systeme electric,шт,28,intermittent,robust_ewma,1723,376,58841.0,63942.124,117.791,8.669,54.561,63.23,57.226
validation_2025,Systeme electric,шт,28,intermittent,seasonal364,1723,376,58841.0,68159.221,120.0,15.836,52.082,67.918,57.226
validation_2025,Systeme electric,шт,28,intermittent,seasonal_blend,1723,376,58841.0,68159.221,120.0,15.836,52.082,67.918,57.226
validation_2025,Systeme electric,шт,28,intermittent,selected_2025,1723,376,58841.0,63942.124,117.791,8.669,54.561,63.23,57.226
holdout_2026,Systeme electric,шт,7,all,sultan_mean59,4406,561,493760.0,550054.661,83.901,11.401,36.25,47.651,66.341
holdout_2026,Systeme electric,шт,7,all,mean28,4406,561,493760.0,538777.0,79.969,9.117,35.426,44.543,66.341
holdout_2026,Systeme electric,шт,7,all,weekly_ewma,4406,561,493760.0,570657.257,86.134,15.574,35.28,50.854,66.341
holdout_2026,Systeme electric,шт,7,all,robust_ewma,4406,561,493760.0,421000.862,73.715,-14.736,44.226,29.49,66.341
holdout_2026,Systeme electric,шт,7,all,seasonal364,4406,561,493760.0,738518.0,127.762,49.57,39.096,88.666,66.341
holdout_2026,Systeme electric,шт,7,all,seasonal_blend,4406,561,493760.0,650194.499,100.503,31.682,34.41,66.093,66.341
holdout_2026,Systeme electric,шт,7,all,selected_2025,4406,561,493760.0,421000.862,73.715,-14.736,44.226,29.49,66.341
holdout_2026,Systeme electric,шт,7,intermittent,sultan_mean59,2850,432,20483.0,16412.746,149.482,-19.871,84.677,64.805,86.491
holdout_2026,Systeme electric,шт,7,intermittent,mean28,2850,432,20483.0,17167.25,144.06,-16.188,80.124,63.936,86.491
holdout_2026,Systeme electric,шт,7,intermittent,weekly_ewma,2850,432,20483.0,15722.29,142.455,-23.242,82.849,59.606,86.491
holdout_2026,Systeme electric,шт,7,intermittent,robust_ewma,2850,432,20483.0,13956.659,146.917,-31.862,89.389,57.527,86.491
holdout_2026,Systeme electric,шт,7,intermittent,seasonal364,2850,432,20483.0,26240.0,206.82,28.106,89.357,117.463,86.491
holdout_2026,Systeme electric,шт,7,intermittent,seasonal_blend,2850,432,20483.0,12259.188,133.135,-40.149,86.642,46.493,86.491
holdout_2026,Systeme electric,шт,7,intermittent,selected_2025,2850,432,20483.0,13956.659,146.917,-31.862,89.389,57.527,86.491
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,sultan_mean59,4278,545,474585.0,529972.966,85.426,11.671,36.877,48.548,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,mean28,4278,545,474585.0,518610.5,81.292,9.277,36.008,45.284,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,weekly_ewma,4278,545,474585.0,549684.372,87.866,15.824,36.021,51.845,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,robust_ewma,4278,545,474585.0,401192.487,74.922,-15.465,45.193,29.729,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,seasonal364,4278,545,474585.0,713580.0,130.286,50.359,39.964,90.322,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,seasonal_blend,4278,545,474585.0,630072.628,102.874,32.763,35.056,67.818,67.158
holdout_2026,Systeme electric,шт,7,no_ambiguous_rows_sensitivity,selected_2025,4278,545,474585.0,401192.487,74.922,-15.465,45.193,29.729,67.158
holdout_2026,Systeme electric,шт,7,regular,sultan_mean59,1556,287,473277.0,533641.915,81.063,12.755,34.154,46.909,29.434
holdout_2026,Systeme electric,шт,7,regular,mean28,1556,287,473277.0,521609.75,77.195,10.212,33.491,43.704,29.434
holdout_2026,Systeme electric,шт,7,regular,weekly_ewma,1556,287,473277.0,554934.968,83.697,17.254,33.222,50.475,29.434
holdout_2026,Systeme electric,шт,7,regular,robust_ewma,1556,287,473277.0,407044.202,70.547,-13.995,42.271,28.276,29.434
holdout_2026,Systeme electric,шт,7,regular,seasonal364,1556,287,473277.0,712278.0,124.34,50.499,36.92,87.42,29.434
holdout_2026,Systeme electric,шт,7,regular,seasonal_blend,1556,287,473277.0,637935.312,99.091,34.791,32.15,66.941,29.434
holdout_2026,Systeme electric,шт,7,regular,selected_2025,1556,287,473277.0,407044.202,70.547,-13.995,42.271,28.276,29.434
holdout_2026,Systeme electric,шт,28,all,sultan_mean59,4406,561,2253913.0,2200218.644,44.23,-2.382,23.306,20.924,42.692
holdout_2026,Systeme electric,шт,28,all,mean28,4406,561,2253913.0,2155108.0,42.646,-4.384,23.515,19.131,42.692
holdout_2026,Systeme electric,шт,28,all,weekly_ewma,4406,561,2253913.0,2282629.03,43.094,1.274,20.91,22.184,42.692
holdout_2026,Systeme electric,шт,28,all,robust_ewma,4406,561,2253913.0,1684003.448,42.76,-25.285,34.023,8.737,42.692
