supplier,unit,horizon,model,feature,gain
IEK,м,7,tweedie_no_calendar,week_lag_6,7013.358497619629
IEK,м,7,tweedie_no_calendar,week_lag_7,10812.675811767578
IEK,м,7,tweedie_no_calendar,week_lag_8,15269.205089569092
IEK,м,7,tweedie_no_calendar,max_56,4535.064994812012
IEK,м,7,tweedie_no_calendar,std_56,4328.890213012695
IEK,м,7,tweedie_no_calendar,positive_size_56,10461.124393463135
IEK,м,7,tweedie_no_calendar,recent_ratio,9391.498901367188
IEK,м,7,tweedie_no_week_lags,sku_id,2552335.8485717773
IEK,м,7,tweedie_no_week_lags,age,26253.34023284912
IEK,м,7,tweedie_no_week_lags,days_since_sale,7131.41911315918
IEK,м,7,tweedie_no_week_lags,month_sin,9358.260595321655
IEK,м,7,tweedie_no_week_lags,month_cos,12401.599910736084
IEK,м,7,tweedie_no_week_lags,weekday,1242.2640075683594
IEK,м,7,tweedie_no_week_lags,month_day,19551.3678855896
IEK,м,7,tweedie_no_week_lags,mean_7,16908.612060546875
IEK,м,7,tweedie_no_week_lags,active_fraction_7,3784.408950805664
IEK,м,7,tweedie_no_week_lags,mean_14,14594.791984558105
IEK,м,7,tweedie_no_week_lags,active_fraction_14,15512.98861694336
IEK,м,7,tweedie_no_week_lags,mean_28,11405.932544708252
IEK,м,7,tweedie_no_week_lags,active_fraction_28,4569.627830505371
IEK,м,7,tweedie_no_week_lags,mean_56,15276.562660217285
IEK,м,7,tweedie_no_week_lags,active_fraction_56,34038.038106918335
IEK,м,7,tweedie_no_week_lags,mean_84,60963.25215148926
IEK,м,7,tweedie_no_week_lags,active_fraction_84,24214.673803329468
IEK,м,7,tweedie_no_week_lags,max_56,8066.3829345703125
IEK,м,7,tweedie_no_week_lags,std_56,4150.239234924316
IEK,м,7,tweedie_no_week_lags,positive_size_56,11868.868022918701
IEK,м,7,tweedie_no_week_lags,recent_ratio,11440.838802337646
IEK,м,28,tweedie_full,sku_id,4798499.023853302
IEK,м,28,tweedie_full,age,63659.11135673523
IEK,м,28,tweedie_full,days_since_sale,10516.280975341797
IEK,м,28,tweedie_full,month_sin,16468.167278289795
IEK,м,28,tweedie_full,month_cos,25162.31672859192
IEK,м,28,tweedie_full,weekday,22.348499298095703
IEK,м,28,tweedie_full,month_day,290.10750579833984
IEK,м,28,tweedie_full,mean_7,1341.7135734558105
IEK,м,28,tweedie_full,active_fraction_7,0.0
IEK,м,28,tweedie_full,mean_14,3508.386724472046
IEK,м,28,tweedie_full,active_fraction_14,4425.5805015563965
IEK,м,28,tweedie_full,mean_28,16900.913887023926
IEK,м,28,tweedie_full,active_fraction_28,5997.651062011719
IEK,м,28,tweedie_full,mean_56,35790.09532165527
IEK,м,28,tweedie_full,active_fraction_56,32337.357177734375
IEK,м,28,tweedie_full,mean_84,155518.91483688354
IEK,м,28,tweedie_full,active_fraction_84,19893.969425201416
IEK,м,28,tweedie_full,week_lag_1,0.0
IEK,м,28,tweedie_full,week_lag_2,482.26849365234375
IEK,м,28,tweedie_full,week_lag_3,519.4271945953369
IEK,м,28,tweedie_full,week_lag_4,1005.1552066802979
IEK,м,28,tweedie_full,week_lag_5,340.63160133361816
IEK,м,28,tweedie_full,week_lag_6,695.8200912475586
IEK,м,28,tweedie_full,week_lag_7,412.3077926635742
IEK,м,28,tweedie_full,week_lag_8,6179.525203704834
IEK,м,28,tweedie_full,max_56,10611.163152694702
IEK,м,28,tweedie_full,std_56,10319.736167907715
IEK,м,28,tweedie_full,positive_size_56,16293.572034835815
IEK,м,28,tweedie_full,recent_ratio,9758.408697128296
IEK,м,28,tweedie_no_sku,age,42383.34329032898
IEK,м,28,tweedie_no_sku,days_since_sale,36383.333684921265
IEK,м,28,tweedie_no_sku,month_sin,22272.762214660645
IEK,м,28,tweedie_no_sku,month_cos,43439.338916778564
IEK,м,28,tweedie_no_sku,weekday,119.83759880065918
IEK,м,28,tweedie_no_sku,month_day,1309.0186004638672
IEK,м,28,tweedie_no_sku,mean_7,5108.387744903564
IEK,м,28,tweedie_no_sku,active_fraction_7,144.9692039489746
IEK,м,28,tweedie_no_sku,mean_14,22730.409259796143
IEK,м,28,tweedie_no_sku,active_fraction_14,3039.5229873657227
IEK,м,28,tweedie_no_sku,mean_28,48820.44987487793
IEK,м,28,tweedie_no_sku,active_fraction_28,8937.749988555908
IEK,м,28,tweedie_no_sku,mean_56,473057.30375671387
IEK,м,28,tweedie_no_sku,active_fraction_56,29488.097764968872
IEK,м,28,tweedie_no_sku,mean_84,4008967.894390106
IEK,м,28,tweedie_no_sku,active_fraction_84,73938.9557800293
IEK,м,28,tweedie_no_sku,week_lag_1,0.0
IEK,м,28,tweedie_no_sku,week_lag_2,1200.5719947814941
IEK,м,28,tweedie_no_sku,week_lag_3,2862.160318374634
IEK,м,28,tweedie_no_sku,week_lag_4,3462.1497764587402
IEK,м,28,tweedie_no_sku,week_lag_5,3294.70841217041
IEK,м,28,tweedie_no_sku,week_lag_6,6303.466979980469
IEK,м,28,tweedie_no_sku,week_lag_7,5724.028985977173
IEK,м,28,tweedie_no_sku,week_lag_8,17462.698608398438
IEK,м,28,tweedie_no_sku,max_56,16263.112901687622
IEK,м,28,tweedie_no_sku,std_56,7862.382102966309
IEK,м,28,tweedie_no_sku,positive_size_56,58232.753231048584
IEK,м,28,tweedie_no_sku,recent_ratio,14586.07410621643
IEK,м,28,tweedie_no_calendar,sku_id,4781988.194450378
IEK,м,28,tweedie_no_calendar,age,94532.13876533508
IEK,м,28,tweedie_no_calendar,days_since_sale,11922.016441345215
IEK,м,28,tweedie_no_calendar,mean_7,1081.136375427246
IEK,м,28,tweedie_no_calendar,active_fraction_7,0.0
IEK,м,28,tweedie_no_calendar,mean_14,3899.8492584228516
IEK,м,28,tweedie_no_calendar,active_fraction_14,4752.38801574707
IEK,м,28,tweedie_no_calendar,mean_28,24694.846754074097
IEK,м,28,tweedie_no_calendar,active_fraction_28,6896.055961608887
IEK,м,28,tweedie_no_calendar,mean_56,36248.974100112915
IEK,м,28,tweedie_no_calendar,active_fraction_56,40810.351110458374
IEK,м,28,tweedie_no_calendar,mean_84,158473.202003479
IEK,м,28,tweedie_no_calendar,active_fraction_84,18340.242000579834
IEK,м,28,tweedie_no_calendar,week_lag_1,0.0
IEK,м,28,tweedie_no_calendar,week_lag_2,124.69100189208984
IEK,м,28,tweedie_no_calendar,week_lag_3,1099.8741931915283
IEK,м,28,tweedie_no_calendar,week_lag_4,382.4496955871582
IEK,м,28,tweedie_no_calendar,week_lag_5,881.1115875244141
IEK,м,28,tweedie_no_calendar,week_lag_6,661.0433044433594
IEK,м,28,tweedie_no_calendar,week_lag_7,544.3511009216309
IEK,м,28,tweedie_no_calendar,week_lag_8,6241.957294464111
IEK,м,28,tweedie_no_calendar,max_56,10789.337240219116
IEK,м,28,tweedie_no_calendar,std_56,9074.335838317871
IEK,м,28,tweedie_no_calendar,positive_size_56,15912.760433197021
IEK,м,28,tweedie_no_calendar,recent_ratio,8899.228694915771
IEK,м,28,tweedie_no_week_lags,sku_id,4800536.808994293
IEK,м,28,tweedie_no_week_lags,age,68321.35699081421
IEK,м,28,tweedie_no_week_lags,days_since_sale,10863.114206314087
IEK,м,28,tweedie_no_week_lags,month_sin,16098.90460395813
IEK,м,28,tweedie_no_week_lags,month_cos,24365.067569732666
IEK,м,28,tweedie_no_week_lags,weekday,0.0
IEK,м,28,tweedie_no_week_lags,month_day,437.55989837646484
IEK,м,28,tweedie_no_week_lags,mean_7,1845.0313720703125
IEK,м,28,tweedie_no_week_lags,active_fraction_7,386.80970764160156
IEK,м,28,tweedie_no_week_lags,mean_14,4232.659320831299
IEK,м,28,tweedie_no_week_lags,active_fraction_14,3903.343402862549
IEK,м,28,tweedie_no_week_lags,mean_28,18587.98010635376
IEK,м,28,tweedie_no_week_lags,active_fraction_28,6398.207103729248
IEK,м,28,tweedie_no_week_lags,mean_56,34542.029428482056
IEK,м,28,tweedie_no_week_lags,active_fraction_56,30961.325569152832
IEK,м,28,tweedie_no_week_lags,mean_84,161171.1645412445
IEK,м,28,tweedie_no_week_lags,active_fraction_84,19606.528535842896
IEK,м,28,tweedie_no_week_lags,max_56,12133.04702758789
IEK,м,28,tweedie_no_week_lags,std_56,7898.489013671875
IEK,м,28,tweedie_no_week_lags,positive_size_56,18000.909421920776
IEK,м,28,tweedie_no_week_lags,recent_ratio,10837.834623336792
IEK,упак,7,tweedie_full,sku_id,458167.33765363693
IEK,упак,7,tweedie_full,age,7961.5572872161865
IEK,упак,7,tweedie_full,days_since_sale,6169.097752571106
IEK,упак,7,tweedie_full,month_sin,2609.5655426979065
IEK,упак,7,tweedie_full,month_cos,4954.470120429993
IEK,упак,7,tweedie_full,weekday,1701.5085496902466
IEK,упак,7,tweedie_full,month_day,5000.397510051727
IEK,упак,7,tweedie_full,mean_7,2077.2845306396484
IEK,упак,7,tweedie_full,active_fraction_7,3340.7172889709473
IEK,упак,7,tweedie_full,mean_14,2951.946487426758
IEK,упак,7,tweedie_full,active_fraction_14,1557.4090957641602
IEK,упак,7,tweedie_full,mean_28,1790.6865530014038
IEK,упак,7,tweedie_full,active_fraction_28,2753.5948944091797
IEK,упак,7,tweedie_full,mean_56,1248.6505126953125
IEK,упак,7,tweedie_full,active_fraction_56,1218.3361911773682
IEK,упак,7,tweedie_full,mean_84,14680.030325889587
IEK,упак,7,tweedie_full,active_fraction_84,164311.11603164673
IEK,упак,7,tweedie_full,week_lag_1,0.0
IEK,упак,7,tweedie_full,week_lag_2,2836.075831413269
IEK,упак,7,tweedie_full,week_lag_3,550.8601665496826
IEK,упак,7,tweedie_full,week_lag_4,3525.6965622901917
IEK,упак,7,tweedie_full,week_lag_5,2263.368118286133
IEK,упак,7,tweedie_full,week_lag_6,2906.3970623016357
IEK,упак,7,tweedie_full,week_lag_7,2158.066294670105
IEK,упак,7,tweedie_full,week_lag_8,3323.1587200164795
IEK,упак,7,tweedie_full,max_56,1127.8553376197815
IEK,упак,7,tweedie_full,std_56,1365.4065132141113
IEK,упак,7,tweedie_full,positive_size_56,3529.3555870056152
IEK,упак,7,tweedie_full,recent_ratio,3243.74498462677
IEK,упак,7,tweedie_no_sku,age,11423.6805934906
IEK,упак,7,tweedie_no_sku,days_since_sale,13096.373167037964
IEK,упак,7,tweedie_no_sku,month_sin,2805.1156487464905
IEK,упак,7,tweedie_no_sku,month_cos,5694.20548915863
IEK,упак,7,tweedie_no_sku,weekday,1768.219021320343
IEK,упак,7,tweedie_no_sku,month_day,7211.881663799286
IEK,упак,7,tweedie_no_sku,mean_7,3468.0494747161865
IEK,упак,7,tweedie_no_sku,active_fraction_7,3673.800175666809
IEK,упак,7,tweedie_no_sku,mean_14,1947.3266954421997
IEK,упак,7,tweedie_no_sku,active_fraction_14,1280.5421295166016
IEK,упак,7,tweedie_no_sku,mean_28,3130.977212905884
IEK,упак,7,tweedie_no_sku,active_fraction_28,3398.5293197631836
IEK,упак,7,tweedie_no_sku,mean_56,2948.300108909607
IEK,упак,7,tweedie_no_sku,active_fraction_56,5310.407455444336
IEK,упак,7,tweedie_no_sku,mean_84,75522.27859449387
IEK,упак,7,tweedie_no_sku,active_fraction_84,483487.8512811661
IEK,упак,7,tweedie_no_sku,week_lag_1,0.0
IEK,упак,7,tweedie_no_sku,week_lag_2,2827.194773197174
IEK,упак,7,tweedie_no_sku,week_lag_3,1268.3011331558228
IEK,упак,7,tweedie_no_sku,week_lag_4,5638.480707645416
IEK,упак,7,tweedie_no_sku,week_lag_5,3410.6925077438354
IEK,упак,7,tweedie_no_sku,week_lag_6,6329.362299919128
IEK,упак,7,tweedie_no_sku,week_lag_7,2821.5736808776855
IEK,упак,7,tweedie_no_sku,week_lag_8,12181.86745929718
IEK,упак,7,tweedie_no_sku,max_56,2027.1843180656433
IEK,упак,7,tweedie_no_sku,std_56,1472.4619960784912
IEK,упак,7,tweedie_no_sku,positive_size_56,23464.715051651
IEK,упак,7,tweedie_no_sku,recent_ratio,2388.860731601715
IEK,упак,7,tweedie_no_calendar,sku_id,459869.7014718056
IEK,упак,7,tweedie_no_calendar,age,12123.800372123718
IEK,упак,7,tweedie_no_calendar,days_since_sale,5637.24880027771
IEK,упак,7,tweedie_no_calendar,mean_7,2027.0072584152222
IEK,упак,7,tweedie_no_calendar,active_fraction_7,4002.232421875
IEK,упак,7,tweedie_no_calendar,mean_14,3174.2262802124023
IEK,упак,7,tweedie_no_calendar,active_fraction_14,1704.5132694244385
IEK,упак,7,tweedie_no_calendar,mean_28,2742.168083190918
IEK,упак,7,tweedie_no_calendar,active_fraction_28,2633.3220171928406
IEK,упак,7,tweedie_no_calendar,mean_56,1654.982889175415
IEK,упак,7,tweedie_no_calendar,active_fraction_56,1120.831283569336
IEK,упак,7,tweedie_no_calendar,mean_84,16674.59618663788
IEK,упак,7,tweedie_no_calendar,active_fraction_84,163783.2693157196
IEK,упак,7,tweedie_no_calendar,week_lag_1,0.0
IEK,упак,7,tweedie_no_calendar,week_lag_2,3174.5443868637085
IEK,упак,7,tweedie_no_calendar,week_lag_3,658.3511757850647
IEK,упак,7,tweedie_no_calendar,week_lag_4,3975.721278190613
IEK,упак,7,tweedie_no_calendar,week_lag_5,2575.1564149856567
IEK,упак,7,tweedie_no_calendar,week_lag_6,3094.125175476074
IEK,упак,7,tweedie_no_calendar,week_lag_7,1813.316297531128
IEK,упак,7,tweedie_no_calendar,week_lag_8,4388.871108055115
IEK,упак,7,tweedie_no_calendar,max_56,1351.7405500411987
IEK,упак,7,tweedie_no_calendar,std_56,1876.0031909942627
IEK,упак,7,tweedie_no_calendar,positive_size_56,3443.6435117721558
IEK,упак,7,tweedie_no_calendar,recent_ratio,3435.362560749054
IEK,упак,7,tweedie_no_week_lags,sku_id,434751.7895255089
IEK,упак,7,tweedie_no_week_lags,age,9912.728078365326
IEK,упак,7,tweedie_no_week_lags,days_since_sale,5802.075016975403
IEK,упак,7,tweedie_no_week_lags,month_sin,3044.786461830139
IEK,упак,7,tweedie_no_week_lags,month_cos,5091.834356784821
IEK,упак,7,tweedie_no_week_lags,weekday,1913.6838774681091
IEK,упак,7,tweedie_no_week_lags,month_day,5087.278600215912
IEK,упак,7,tweedie_no_week_lags,mean_7,1673.1151294708252
IEK,упак,7,tweedie_no_week_lags,active_fraction_7,3311.2462406158447
IEK,упак,7,tweedie_no_week_lags,mean_14,4559.053787231445
IEK,упак,7,tweedie_no_week_lags,active_fraction_14,1540.0381889343262
IEK,упак,7,tweedie_no_week_lags,mean_28,2310.4316177368164
IEK,упак,7,tweedie_no_week_lags,active_fraction_28,3935.2660036087036
IEK,упак,7,tweedie_no_week_lags,mean_56,1474.3163051605225
IEK,упак,7,tweedie_no_week_lags,active_fraction_56,1679.194372177124
IEK,упак,7,tweedie_no_week_lags,mean_84,16725.56249332428
IEK,упак,7,tweedie_no_week_lags,active_fraction_84,191728.42707252502
IEK,упак,7,tweedie_no_week_lags,max_56,1159.8169212341309
IEK,упак,7,tweedie_no_week_lags,std_56,1604.3225955963135
IEK,упак,7,tweedie_no_week_lags,positive_size_56,4893.708099365234
IEK,упак,7,tweedie_no_week_lags,recent_ratio,4084.6460905075073
IEK,упак,28,tweedie_full,sku_id,1187258.1240019798
IEK,упак,28,tweedie_full,age,14936.714299201965
IEK,упак,28,tweedie_full,days_since_sale,2917.354390144348
IEK,упак,28,tweedie_full,month_sin,5161.234537124634
IEK,упак,28,tweedie_full,month_cos,5824.712866306305
IEK,упак,28,tweedie_full,weekday,81.15321969985962
IEK,упак,28,tweedie_full,month_day,224.28781509399414
IEK,упак,28,tweedie_full,mean_7,735.4195985794067
IEK,упак,28,tweedie_full,active_fraction_7,420.48340225219727
IEK,упак,28,tweedie_full,mean_14,767.6007857322693
IEK,упак,28,tweedie_full,active_fraction_14,152.84960079193115
IEK,упак,28,tweedie_full,mean_28,2277.936309337616
IEK,упак,28,tweedie_full,active_fraction_28,1103.2903046607971
IEK,упак,28,tweedie_full,mean_56,3556.3906831741333
IEK,упак,28,tweedie_full,active_fraction_56,10870.564551353455
IEK,упак,28,tweedie_full,mean_84,28645.6189289093
IEK,упак,28,tweedie_full,active_fraction_84,6180.918710708618
IEK,упак,28,tweedie_full,week_lag_1,0.0
IEK,упак,28,tweedie_full,week_lag_2,109.46789932250977
IEK,упак,28,tweedie_full,week_lag_3,138.4456024169922
IEK,упак,28,tweedie_full,week_lag_4,697.3909358978271
IEK,упак,28,tweedie_full,week_lag_5,224.73389625549316
IEK,упак,28,tweedie_full,week_lag_6,395.4491958618164
IEK,упак,28,tweedie_full,week_lag_7,396.69029998779297
IEK,упак,28,tweedie_full,week_lag_8,235.01599884033203
IEK,упак,28,tweedie_full,max_56,3715.7938108444214
IEK,упак,28,tweedie_full,std_56,1378.7152156829834
IEK,упак,28,tweedie_full,positive_size_56,6745.305061340332
IEK,упак,28,tweedie_full,recent_ratio,1063.2658710479736
IEK,упак,28,tweedie_no_sku,age,20591.391277313232
IEK,упак,28,tweedie_no_sku,days_since_sale,20699.054443836212
IEK,упак,28,tweedie_no_sku,month_sin,6118.368483543396
IEK,упак,28,tweedie_no_sku,month_cos,8480.302230834961
IEK,упак,28,tweedie_no_sku,weekday,519.3978610038757
IEK,упак,28,tweedie_no_sku,month_day,1431.9671120643616
IEK,упак,28,tweedie_no_sku,mean_7,1862.1661796569824
IEK,упак,28,tweedie_no_sku,active_fraction_7,771.8297080993652
IEK,упак,28,tweedie_no_sku,mean_14,1761.780737876892
IEK,упак,28,tweedie_no_sku,active_fraction_14,356.3498058319092
IEK,упак,28,tweedie_no_sku,mean_28,12293.249665260315
IEK,упак,28,tweedie_no_sku,active_fraction_28,3932.9311532974243
IEK,упак,28,tweedie_no_sku,mean_56,11429.416456222534
IEK,упак,28,tweedie_no_sku,active_fraction_56,32687.267038345337
IEK,упак,28,tweedie_no_sku,mean_84,185726.8906173706
IEK,упак,28,tweedie_no_sku,active_fraction_84,897638.8389482498
IEK,упак,28,tweedie_no_sku,week_lag_1,0.0
IEK,упак,28,tweedie_no_sku,week_lag_2,219.71919631958008
IEK,упак,28,tweedie_no_sku,week_lag_3,969.7512550354004
IEK,упак,28,tweedie_no_sku,week_lag_4,2455.788142681122
IEK,упак,28,tweedie_no_sku,week_lag_5,1609.8681240081787
IEK,упак,28,tweedie_no_sku,week_lag_6,4204.022183418274
IEK,упак,28,tweedie_no_sku,week_lag_7,1460.023998260498
IEK,упак,28,tweedie_no_sku,week_lag_8,935.8200788497925
IEK,упак,28,tweedie_no_sku,max_56,6324.4760665893555
IEK,упак,28,tweedie_no_sku,std_56,1519.4891986846924
IEK,упак,28,tweedie_no_sku,positive_size_56,12418.526138305664
IEK,упак,28,tweedie_no_sku,recent_ratio,2356.046754837036
IEK,упак,28,tweedie_no_calendar,sku_id,1188144.9209508896
IEK,упак,28,tweedie_no_calendar,age,22073.86979484558
IEK,упак,28,tweedie_no_calendar,days_since_sale,4522.618621349335
IEK,упак,28,tweedie_no_calendar,mean_7,884.0840911865234
IEK,упак,28,tweedie_no_calendar,active_fraction_7,583.8766937255859
IEK,упак,28,tweedie_no_calendar,mean_14,872.5757150650024
IEK,упак,28,tweedie_no_calendar,active_fraction_14,373.7186985015869
IEK,упак,28,tweedie_no_calendar,mean_28,2244.942898750305
IEK,упак,28,tweedie_no_calendar,active_fraction_28,1505.7406063079834
IEK,упак,28,tweedie_no_calendar,mean_56,3398.978094100952
IEK,упак,28,tweedie_no_calendar,active_fraction_56,10954.13346195221
IEK,упак,28,tweedie_no_calendar,mean_84,27196.669920921326
IEK,упак,28,tweedie_no_calendar,active_fraction_84,6499.11572933197
IEK,упак,28,tweedie_no_calendar,week_lag_1,0.0
IEK,упак,28,tweedie_no_calendar,week_lag_2,180.2366008758545
IEK,упак,28,tweedie_no_calendar,week_lag_3,196.6368989944458
IEK,упак,28,tweedie_no_calendar,week_lag_4,642.7047080993652
IEK,упак,28,tweedie_no_calendar,week_lag_5,360.4095039367676
IEK,упак,28,tweedie_no_calendar,week_lag_6,311.1029987335205
IEK,упак,28,tweedie_no_calendar,week_lag_7,229.49560356140137
IEK,упак,28,tweedie_no_calendar,week_lag_8,260.20409870147705
IEK,упак,28,tweedie_no_calendar,max_56,4245.561630249023
IEK,упак,28,tweedie_no_calendar,std_56,1803.1737995147705
IEK,упак,28,tweedie_no_calendar,positive_size_56,7078.145810127258
IEK,упак,28,tweedie_no_calendar,recent_ratio,1653.1750593185425
IEK,упак,28,tweedie_no_week_lags,sku_id,1186055.3574950695
IEK,упак,28,tweedie_no_week_lags,age,14428.61595916748
IEK,упак,28,tweedie_no_week_lags,days_since_sale,2891.6920833587646
IEK,упак,28,tweedie_no_week_lags,month_sin,5550.290340423584
IEK,упак,28,tweedie_no_week_lags,month_cos,4971.040822982788
IEK,упак,28,tweedie_no_week_lags,weekday,90.5048303604126
IEK,упак,28,tweedie_no_week_lags,month_day,514.0828051567078
IEK,упак,28,tweedie_no_week_lags,mean_7,881.3334426879883
IEK,упак,28,tweedie_no_week_lags,active_fraction_7,327.06370544433594
IEK,упак,28,tweedie_no_week_lags,mean_14,832.5356593132019
IEK,упак,28,tweedie_no_week_lags,active_fraction_14,218.3983030319214
IEK,упак,28,tweedie_no_week_lags,mean_28,2940.5694122314453
IEK,упак,28,tweedie_no_week_lags,active_fraction_28,662.0383558273315
IEK,упак,28,tweedie_no_week_lags,mean_56,4230.451630592346
IEK,упак,28,tweedie_no_week_lags,active_fraction_56,10693.472036361694
IEK,упак,28,tweedie_no_week_lags,mean_84,29817.63442325592
IEK,упак,28,tweedie_no_week_lags,active_fraction_84,7112.382986545563
IEK,упак,28,tweedie_no_week_lags,max_56,3267.9690408706665
IEK,упак,28,tweedie_no_week_lags,std_56,2211.5316982269287
IEK,упак,28,tweedie_no_week_lags,positive_size_56,6814.31374835968
IEK,упак,28,tweedie_no_week_lags,recent_ratio,1801.6998023986816
IEK,шт,7,tweedie_full,sku_id,3267114.6966400146
IEK,шт,7,tweedie_full,age,14031.751007080078
IEK,шт,7,tweedie_full,days_since_sale,82581.3392791748
IEK,шт,7,tweedie_full,month_sin,25940.315963745117
IEK,шт,7,tweedie_full,month_cos,34826.110900878906
IEK,шт,7,tweedie_full,weekday,14435.398025512695
IEK,шт,7,tweedie_full,month_day,34433.84582519531
IEK,шт,7,tweedie_full,mean_7,296.34698486328125
IEK,шт,7,tweedie_full,active_fraction_7,46877.50048828125
IEK,шт,7,tweedie_full,mean_14,434411.3717956543
IEK,шт,7,tweedie_full,active_fraction_14,128860.740234375
IEK,шт,7,tweedie_full,mean_28,202827.5637664795
IEK,шт,7,tweedie_full,active_fraction_28,67279.15084838867
IEK,шт,7,tweedie_full,mean_56,907704.1413421631
IEK,шт,7,tweedie_full,active_fraction_56,55018.011474609375
IEK,шт,7,tweedie_full,mean_84,18114309.664367676
IEK,шт,7,tweedie_full,active_fraction_84,210141.40270996094
IEK,шт,7,tweedie_full,week_lag_1,0.0
IEK,шт,7,tweedie_full,week_lag_2,11282.205047607422
IEK,шт,7,tweedie_full,week_lag_3,24589.129760742188
