supplier,unit,horizon,origin,model,train_rows,last_label_end_exclusive,seconds
IEK,м,7,2025-07-01,tweedie_full,857,2025-07-01,0.195292400000028
IEK,м,7,2025-07-01,tweedie_no_sku,857,2025-07-01,0.20104460000004565
IEK,м,7,2025-07-01,tweedie_no_calendar,857,2025-07-01,0.2481371000000081
IEK,м,7,2025-07-01,tweedie_no_week_lags,857,2025-07-01,0.24198250000000598
IEK,м,7,2025-08-01,tweedie_full,1225,2025-07-29,0.4234350999999492
IEK,м,7,2025-08-01,tweedie_no_sku,1225,2025-07-29,0.12876160000001846
IEK,м,7,2025-08-01,tweedie_no_calendar,1225,2025-07-29,0.09460569999998825
IEK,м,7,2025-08-01,tweedie_no_week_lags,1225,2025-07-29,0.07329949999996188
IEK,м,7,2025-09-01,tweedie_full,1709,2025-08-26,0.40755000000001473
IEK,м,7,2025-09-01,tweedie_no_sku,1709,2025-08-26,0.18567089999999098
IEK,м,7,2025-09-01,tweedie_no_calendar,1709,2025-08-26,0.15869920000000093
IEK,м,7,2025-09-01,tweedie_no_week_lags,1709,2025-08-26,0.18073770000000877
IEK,м,7,2025-10-01,tweedie_full,2303,2025-09-30,0.23142799999999397
IEK,м,7,2025-10-01,tweedie_no_sku,2303,2025-09-30,0.2557601000000318
IEK,м,7,2025-10-01,tweedie_no_calendar,2303,2025-09-30,0.21887540000000172
IEK,м,7,2025-10-01,tweedie_no_week_lags,2303,2025-09-30,0.13857239999998683
IEK,м,7,2025-11-01,tweedie_full,2808,2025-10-28,0.1458744999999908
IEK,м,7,2025-11-01,tweedie_no_sku,2808,2025-10-28,0.2181470000000445
IEK,м,7,2025-11-01,tweedie_no_calendar,2808,2025-10-28,0.17526190000000952
IEK,м,7,2025-11-01,tweedie_no_week_lags,2808,2025-10-28,0.1317516000000296
IEK,м,7,2025-12-01,tweedie_full,3318,2025-11-25,0.13261099999999715
IEK,м,7,2025-12-01,tweedie_no_sku,3318,2025-11-25,0.1518462000000227
IEK,м,7,2025-12-01,tweedie_no_calendar,3318,2025-11-25,0.09781970000000229
IEK,м,7,2025-12-01,tweedie_no_week_lags,3318,2025-11-25,0.08235819999998739
IEK,м,7,2026-01-01,tweedie_full,3934,2025-12-30,0.10625719999995908
IEK,м,7,2026-01-01,tweedie_no_sku,3934,2025-12-30,0.08754980000003343
IEK,м,7,2026-01-01,tweedie_no_calendar,3934,2025-12-30,0.08867020000002412
IEK,м,7,2026-01-01,tweedie_no_week_lags,3934,2025-12-30,0.08826229999999669
IEK,м,7,2026-02-01,tweedie_full,4454,2026-01-27,0.1372930999999653
IEK,м,7,2026-02-01,tweedie_no_sku,4454,2026-01-27,0.11085220000001073
IEK,м,7,2026-02-01,tweedie_no_calendar,4454,2026-01-27,0.10657519999995202
IEK,м,7,2026-02-01,tweedie_no_week_lags,4454,2026-01-27,0.09354849999999715
IEK,м,7,2026-03-01,tweedie_full,4982,2026-02-24,0.11787999999995691
IEK,м,7,2026-03-01,tweedie_no_sku,4982,2026-02-24,0.08527829999997039
IEK,м,7,2026-03-01,tweedie_no_calendar,4982,2026-02-24,0.10311349999994945
IEK,м,7,2026-03-01,tweedie_no_week_lags,4982,2026-02-24,0.10544310000000223
IEK,м,7,2026-04-01,tweedie_full,5623,2026-03-31,0.12330369999995128
IEK,м,7,2026-04-01,tweedie_no_sku,5623,2026-03-31,0.12313660000000937
IEK,м,7,2026-04-01,tweedie_no_calendar,5623,2026-03-31,0.1433695000000057
IEK,м,7,2026-04-01,tweedie_no_week_lags,5623,2026-03-31,0.1535926000000245
IEK,м,7,2026-05-01,tweedie_full,6163,2026-04-28,0.15977609999998776
IEK,м,7,2026-05-01,tweedie_no_sku,6163,2026-04-28,0.14250839999999698
IEK,м,7,2026-05-01,tweedie_no_calendar,6163,2026-04-28,0.15289919999997892
IEK,м,7,2026-05-01,tweedie_no_week_lags,6163,2026-04-28,0.10321600000003173
IEK,м,7,2026-06-01,tweedie_full,6703,2026-05-26,0.14944619999999986
IEK,м,7,2026-06-01,tweedie_no_sku,6703,2026-05-26,0.14083510000000388
IEK,м,7,2026-06-01,tweedie_no_calendar,6703,2026-05-26,0.14205629999997882
IEK,м,7,2026-06-01,tweedie_no_week_lags,6703,2026-05-26,0.14783440000002201
IEK,м,7,2026-07-01,tweedie_full,7351,2026-06-30,0.16898009999999886
IEK,м,7,2026-07-01,tweedie_no_sku,7351,2026-06-30,0.11796739999999772
IEK,м,7,2026-07-01,tweedie_no_calendar,7351,2026-06-30,0.16353049999997893
IEK,м,7,2026-07-01,tweedie_no_week_lags,7351,2026-06-30,0.16064769999996997
IEK,м,7,2026-08-01,tweedie_full,7892,2026-07-28,0.17753340000001572
IEK,м,7,2026-08-01,tweedie_no_sku,7892,2026-07-28,0.1578673000000208
IEK,м,7,2026-08-01,tweedie_no_calendar,7892,2026-07-28,0.15969069999999874
IEK,м,7,2026-08-01,tweedie_no_week_lags,7892,2026-07-28,0.1373682000000258
IEK,м,28,2025-07-01,tweedie_full,598,2025-07-01,0.038903200000049765
IEK,м,28,2025-07-01,tweedie_no_sku,598,2025-07-01,0.026374100000055023
IEK,м,28,2025-07-01,tweedie_no_calendar,598,2025-07-01,0.027878799999996318
IEK,м,28,2025-07-01,tweedie_no_week_lags,598,2025-07-01,0.025109400000019377
IEK,м,28,2025-08-01,tweedie_full,946,2025-07-29,0.045969300000024305
IEK,м,28,2025-08-01,tweedie_no_sku,946,2025-07-29,0.039540400000021236
IEK,м,28,2025-08-01,tweedie_no_calendar,946,2025-07-29,0.04257599999999684
IEK,м,28,2025-08-01,tweedie_no_week_lags,946,2025-07-29,0.04138299999999617
IEK,м,28,2025-09-01,tweedie_full,1417,2025-08-29,0.056589800000040213
IEK,м,28,2025-09-01,tweedie_no_sku,1417,2025-08-29,0.06169929999998658
IEK,м,28,2025-09-01,tweedie_no_calendar,1417,2025-08-29,0.06068530000004557
IEK,м,28,2025-09-01,tweedie_no_week_lags,1417,2025-08-29,0.05204050000003235
IEK,м,28,2025-10-01,tweedie_full,2003,2025-09-30,0.07580039999999144
IEK,м,28,2025-10-01,tweedie_no_sku,2003,2025-09-30,0.06902330000002621
IEK,м,28,2025-10-01,tweedie_no_calendar,2003,2025-09-30,0.07888780000001816
IEK,м,28,2025-10-01,tweedie_no_week_lags,2003,2025-09-30,0.07333629999999403
IEK,м,28,2025-11-01,tweedie_full,2505,2025-10-29,0.08332439999998087
IEK,м,28,2025-11-01,tweedie_no_sku,2505,2025-10-29,0.07488810000000967
IEK,м,28,2025-11-01,tweedie_no_calendar,2505,2025-10-29,0.10449760000000197
IEK,м,28,2025-11-01,tweedie_no_week_lags,2505,2025-10-29,0.07025750000002517
IEK,м,28,2025-12-01,tweedie_full,3012,2025-11-29,0.11042470000001003
IEK,м,28,2025-12-01,tweedie_no_sku,3012,2025-11-29,0.08592779999997902
IEK,м,28,2025-12-01,tweedie_no_calendar,3012,2025-11-29,0.09470099999998638
IEK,м,28,2025-12-01,tweedie_no_week_lags,3012,2025-11-29,0.096903999999995
IEK,м,28,2026-01-01,tweedie_full,3624,2025-12-30,0.09711299999997891
IEK,м,28,2026-01-01,tweedie_no_sku,3624,2025-12-30,0.07601499999998396
IEK,м,28,2026-01-01,tweedie_no_calendar,3624,2025-12-30,0.0820370000000139
IEK,м,28,2026-01-01,tweedie_no_week_lags,3624,2025-12-30,0.09544240000002446
