run_id,comparison_signature,phase,supplier,unit,horizon,segment,model,n,wape_pct,bias_pct,underforecast_pct,mae
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,7,intermittent,lgbm_l2,2850,206.799,48.171,79.314,14.862654977258494
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,7,intermittent,lgbm_tweedie,2850,120.761,-59.568,90.164,8.679108264295015
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,7,regular,lgbm_l2,1556,84.739,15.908,34.415,257.74341947320147
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,7,regular,lgbm_tweedie,1556,71.46,-6.646,39.053,217.3545585191261
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,all,lgbm_l2,3037,88.222,8.368,39.927,592.5064445163331
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,all,lgbm_tweedie,3037,67.012,-6.839,36.926,450.0602910513744
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,regular,lgbm_l2,1314,85.782,6.93,39.426,1293.1521196989233
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,regular,lgbm_tweedie,1314,65.998,-5.823,35.91,994.9067307435993
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,intermittent,lgbm_l2,1723,170.358,56.787,56.785,58.17770557847408
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,Systeme electric,шт,28,intermittent,lgbm_tweedie,1723,101.164,-41.048,71.106,34.54768411255555
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,all,lgbm_l2,4406,43.621,0.059,21.781,223.14327997260708
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,all,lgbm_tweedie,4406,42.43,-2.192,22.311,217.05308002128845
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,intermittent,lgbm_l2,2850,140.648,36.594,52.027,38.84551291809776
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,intermittent,lgbm_tweedie,2850,107.255,-19.918,63.586,29.622660623331527
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,regular,lgbm_l2,1556,40.109,-1.263,20.686,560.7066707858103
20260923T093912139814Z-lightgbm-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,Systeme electric,шт,28,regular,lgbm_tweedie,1556,40.084,-1.551,20.817,560.3542980702438
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,all,tweedie_full,588,82.687,-14.229,48.458,101.26343395739197
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,all,tweedie_no_sku,588,81.962,-12.554,47.258,100.37586670079484
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,all,tweedie_no_calendar,588,85.525,4.052,40.736,104.73912073472187
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,all,tweedie_no_week_lags,588,85.27,-9.373,47.322,104.42640385601885
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,all,lgbm_selected,588,81.962,-12.554,47.258,100.37586670079484
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,regular,tweedie_full,294,81.757,-13.964,47.861,196.46534514893312
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,regular,tweedie_no_sku,294,80.693,-12.706,46.699,193.90670604249166
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,regular,tweedie_no_calendar,294,84.225,3.998,40.114,202.39593649273874
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,regular,tweedie_no_week_lags,294,84.306,-9.126,46.716,202.5886810952656
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,regular,lgbm_selected,294,80.693,-12.706,46.699,193.90670604249166
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,intermittent,tweedie_full,294,130.94,-27.957,79.448,6.061522765850663
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,intermittent,tweedie_no_sku,294,147.865,-4.684,76.275,6.845027359098058
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,intermittent,tweedie_no_calendar,294,152.99,6.853,73.068,7.08230497670486
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,intermittent,tweedie_no_week_lags,294,135.316,-22.241,78.778,6.264126616772311
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,7,intermittent,lgbm_selected,294,147.865,-4.684,76.275,6.845027359098058
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,all,tweedie_full,857,85.829,-22.728,54.278,60.61224879834834
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,all,tweedie_no_sku,857,89.014,-19.29,54.152,62.86127493405204
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,all,tweedie_no_calendar,857,92.588,-9.704,51.146,65.3850437442039
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,all,tweedie_no_week_lags,857,84.409,-20.634,52.521,59.60904721842366
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,all,lgbm_selected,857,89.014,-19.29,54.152,62.86127493405204
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,regular,tweedie_full,341,81.295,-15.752,48.523,125.67997463472786
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,regular,tweedie_no_sku,341,83.658,-12.751,48.204,129.33370210767293
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,regular,tweedie_no_calendar,341,88.234,-2.123,45.178,136.40781510325493
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,regular,tweedie_no_week_lags,341,79.93,-13.202,46.566,123.57106146258313
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,regular,lgbm_selected,341,83.658,-12.751,48.204,129.33370210767293
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,intermittent,tweedie_full,516,116.466,-69.853,93.159,17.61206563903552
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,intermittent,tweedie_no_sku,516,125.2,-63.473,94.336,18.932791084818057
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,intermittent,tweedie_no_calendar,516,122.003,-60.923,91.463,18.449452594133323
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,intermittent,tweedie_no_week_lags,516,114.664,-70.847,92.756,17.339576564822153
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,7,intermittent,lgbm_selected,516,125.2,-63.473,94.336,18.932791084818057
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,all,tweedie_full,588,53.751,2.514,25.618,279.782798188605
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,all,tweedie_no_sku,588,56.942,6.39,25.276,296.3943525109077
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,all,tweedie_no_calendar,588,53.704,2.299,25.703,279.5388339669813
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,all,tweedie_no_week_lags,588,54.643,5.285,24.679,284.42881450747564
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,all,lgbm_selected,588,53.704,2.299,25.703,279.5388339669813
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,regular,tweedie_full,294,52.35,3.127,24.611,529.7587512961867
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,regular,tweedie_no_sku,294,54.748,6.293,24.227,554.0217457374191
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,regular,tweedie_no_calendar,294,52.365,2.953,24.706,529.9099341953616
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,regular,tweedie_no_week_lags,294,53.317,5.991,23.663,539.5431590856407
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,regular,lgbm_selected,294,52.365,2.953,24.706,529.9099341953616
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,intermittent,tweedie_full,294,102.482,-18.81,60.646,29.80684508102322
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,intermittent,tweedie_no_sku,294,133.288,9.768,61.76,38.76695928439751
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,intermittent,tweedie_no_calendar,294,100.284,-20.474,60.379,29.167733738600905
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,intermittent,tweedie_no_week_lags,294,100.789,-19.285,60.037,29.31446992931003
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,м,28,intermittent,lgbm_selected,294,100.284,-20.474,60.379,29.167733738600905
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,all,tweedie_full,857,58.803,-10.908,34.856,180.72939572026834
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,all,tweedie_no_sku,857,63.21,-8.044,35.627,194.27450115277094
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,all,tweedie_no_calendar,857,60.265,-13.941,37.103,185.22221823243513
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,all,tweedie_no_week_lags,857,59.455,-10.894,35.175,182.7343000952385
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,all,lgbm_selected,857,60.265,-13.941,37.103,185.22221823243513
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,regular,tweedie_full,341,54.578,-10.961,32.769,390.4288207754753
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,regular,tweedie_no_sku,341,58.904,-8.253,33.578,421.3781124968093
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,regular,tweedie_no_calendar,341,56.298,-13.574,34.936,402.73562199194123
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,regular,tweedie_no_week_lags,341,55.31,-10.639,32.974,395.6664417171902
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,regular,lgbm_selected,341,56.298,-13.574,34.936,402.73562199194123
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,intermittent,tweedie_full,516,111.773,-10.245,61.009,42.14896172060628
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,intermittent,tweedie_no_sku,516,117.192,-5.43,61.311,44.19246342347435
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,intermittent,tweedie_no_calendar,516,109.994,-18.554,64.274,41.47789520531968
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,intermittent,tweedie_no_week_lags,516,111.425,-14.092,62.758,42.017516581507024
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,м,28,intermittent,lgbm_selected,516,109.994,-18.554,64.274,41.47789520531968
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,all,tweedie_full,365,52.854,-6.015,29.435,8.427678868291993
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,all,tweedie_no_sku,365,56.396,-4.729,30.562,8.9924344324489
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,all,tweedie_no_calendar,365,55.596,-0.613,28.105,8.864955914178818
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,all,tweedie_no_week_lags,365,51.634,-7.482,29.558,8.233099924884687
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,all,lgbm_selected,365,51.634,-7.482,29.558,8.233099924884687
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,intermittent,tweedie_full,234,106.808,-71.759,89.283,1.1411111082172443
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,intermittent,tweedie_no_sku,234,118.444,-51.656,85.05,1.2654259199634077
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,intermittent,tweedie_no_calendar,234,115.599,-53.508,84.553,1.2350303930844337
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,intermittent,tweedie_no_week_lags,234,105.776,-69.964,87.87,1.1300851773507126
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,intermittent,lgbm_selected,234,105.776,-69.964,87.87,1.1300851773507126
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,regular,tweedie_full,131,50.432,-3.064,26.748,21.443380058043843
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,regular,tweedie_no_sku,131,53.611,-2.623,28.117,22.794877118873366
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,regular,tweedie_no_calendar,131,52.903,1.761,25.571,22.493983180866497
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,regular,tweedie_no_week_lags,131,49.204,-4.677,26.94,20.920927794525536
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,7,regular,lgbm_selected,131,49.204,-4.677,26.94,20.920927794525536
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,all,tweedie_full,547,68.716,-2.155,35.436,6.076447812440727
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,all,tweedie_no_sku,547,72.048,2.652,34.698,6.371050489833009
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,all,tweedie_no_calendar,547,70.031,4.514,32.758,6.192669268716804
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,all,tweedie_no_week_lags,547,66.99,-2.199,34.595,5.923773964826299
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,all,lgbm_selected,547,66.99,-2.199,34.595,5.923773964826299
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,intermittent,tweedie_full,370,152.701,-12.442,82.572,0.6066777635106072
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,intermittent,tweedie_no_sku,370,198.502,45.025,76.738,0.7886414432326709
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,intermittent,tweedie_no_calendar,370,184.371,35.802,74.285,0.7325019225316313
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,intermittent,tweedie_no_week_lags,370,148.714,-18.617,83.666,0.5908384844260434
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,intermittent,lgbm_selected,370,148.714,-18.617,83.666,0.5908384844260434
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,regular,tweedie_full,177,66.084,-1.832,33.958,17.510430400599756
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,regular,tweedie_no_sku,177,68.085,1.324,33.38,18.040493129619005
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,regular,tweedie_no_calendar,177,66.447,3.533,31.457,17.60657841045983
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,regular,tweedie_no_week_lags,177,64.428,-1.685,33.056,17.071718189391824
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,retrospective_2026,IEK,упак,7,regular,lgbm_selected,177,64.428,-1.685,33.056,17.071718189391824
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,all,tweedie_full,365,41.338,6.463,17.438,26.064411375963594
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,all,tweedie_no_sku,365,51.512,13.933,18.79,32.479512095436085
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,all,tweedie_no_calendar,365,41.306,6.954,17.176,26.044101232655297
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,all,tweedie_no_week_lags,365,40.387,5.124,17.632,25.46505422098852
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,all,lgbm_selected,365,40.387,5.124,17.632,25.46505422098852
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,intermittent,tweedie_full,234,95.824,-50.506,73.165,3.7346863235833343
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,intermittent,tweedie_no_sku,234,111.43,-17.331,64.381,4.342911409891751
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,intermittent,tweedie_no_calendar,234,96.212,-48.774,72.493,3.749801951634721
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,intermittent,tweedie_no_week_lags,234,97.298,-47.058,72.178,3.7921185601207426
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,intermittent,lgbm_selected,234,97.298,-47.058,72.178,3.7921185601207426
20260923T095929639835Z-lightgbm-ablation-v1,7cb7a0efc3014f3d2bdf6e77831cd1fc0b2298130b721552fb527c7e96287816,development_2025,IEK,упак,28,regular,tweedie_full,131,39.09,8.813,15.138,65.95109582067336
